Entry	Gene ontology (biological process)
Q6PFM9	positive regulation of protein deubiquitination [GO:1903003]; protein deubiquitination [GO:0016579]
P43446	canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; neuron differentiation [GO:0030182]; odontogenesis [GO:0042476]
Q9W6F9	anatomical structure development [GO:0048856]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of canonical Wnt signaling pathway [GO:0060828]; swim bladder development [GO:0048794]; Wnt signaling pathway [GO:0016055]
Q6PBK3	cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA [GO:0030490]; ribosomal small subunit assembly [GO:0000028]
Q6NZS4	tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate [GO:0000971]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]
Q502K2	cellular response to DNA damage stimulus [GO:0006974]; dATP catabolic process [GO:0046061]; defense response to virus [GO:0051607]; deoxyribonucleotide catabolic process [GO:0009264]; dGTP catabolic process [GO:0006203]; DNA strand resection involved in replication fork processing [GO:0110025]; double-strand break repair via homologous recombination [GO:0000724]; innate immune response [GO:0045087]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; protein homotetramerization [GO:0051289]; regulation of innate immune response [GO:0045088]; RNA phosphodiester bond hydrolysis [GO:0090501]; somatic hypermutation of immunoglobulin genes [GO:0016446]
Q7ZWG9	lipid transport [GO:0006869]; response to wounding [GO:0009611]
Q802F2	
Q6DGL6	anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]
Q6NW96	embryonic limb morphogenesis [GO:0030326]; embryonic pectoral fin morphogenesis [GO:0035118]; positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]; positive regulation of transcription by RNA polymerase II [GO:0045944]
F1QQI2	cholesterol homeostasis [GO:0042632]; glucose homeostasis [GO:0042593]; long-chain fatty acid import into cell [GO:0044539]; negative regulation of appetite [GO:0032099]; negative regulation of eating behavior [GO:1903999]; negative regulation of heart rate [GO:0010459]; negative regulation of renal sodium excretion [GO:0035814]; positive regulation of gastro-intestinal system smooth muscle contraction [GO:1904306]; positive regulation of systemic arterial blood pressure [GO:0003084]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of sensory perception of pain [GO:0051930]; triglyceride homeostasis [GO:0070328]
Q1LV19	
A2VD23	detection of gravity [GO:0009590]; otic placode formation [GO:0043049]; otolith mineralization [GO:0045299]; otolith morphogenesis [GO:0032474]
Q8QGA2	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; neuropeptide signaling pathway [GO:0007218]
Q6PFL8	
Q504A5	methylation [GO:0032259]
Q4V8X0	
Q6NYY9	autophagy [GO:0006914]; Golgi organization [GO:0007030]
E7EXT2	protein ubiquitination [GO:0016567]; response to UV [GO:0009411]; transcription-coupled nucleotide-excision repair [GO:0006283]
Q6P5M2	transcription elongation from RNA polymerase II promoter [GO:0006368]
Q9PV90	chordate embryonic development [GO:0043009]; cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]
A1DZY4	positive regulation of transcription by RNA polymerase I [GO:0045943]; signal transduction [GO:0007165]
Q08CI8	erythrocyte differentiation [GO:0030218]; glycine import into mitochondrion [GO:1904983]; hemoglobin biosynthetic process [GO:0042541]; hemoglobin metabolic process [GO:0020027]
A0A077DF94	
Q5RGS7	
Q5SNQ7	phospholipid biosynthetic process [GO:0008654]
E7FA21	autophagy [GO:0006914]
Q1LXZ9	negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of transcription by RNA polymerase II [GO:0000122]
Q8JIS6	anterior/posterior pattern specification [GO:0009952]; blood vessel morphogenesis [GO:0048514]; cell fate specification [GO:0001708]; heart looping [GO:0001947]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of skeletal muscle tissue development [GO:0048641]; somatic motor neuron differentiation [GO:0021523]; somite development [GO:0061053]; somitogenesis [GO:0001756]; vasculogenesis [GO:0001570]
Q6PBS6	protein N-linked glycosylation [GO:0006487]
Q6DHN0	
B0S728	
Q568B8	
E9QG68	photoreceptor cell maintenance [GO:0045494]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q6P0D5	mRNA cis splicing, via spliceosome [GO:0045292]; rRNA processing [GO:0006364]
Q7ZVR1	rRNA processing [GO:0006364]
Q502I1	
F1QPC3	calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256]
Q08C69	enzyme-directed rRNA pseudouridine synthesis [GO:0000455]
Q5BL29	zinc ion transport [GO:0006829]
Q8JJ26	cell differentiation [GO:0030154]; endoderm development [GO:0007492]; heart morphogenesis [GO:0003007]; regulation of transcription, DNA-templated [GO:0006355]
F1Q506	cilium assembly [GO:0060271]; heart looping [GO:0001947]; Kupffer's vesicle development [GO:0070121]; left/right axis specification [GO:0070986]; protein localization to centrosome [GO:0071539]; protein localization to cilium [GO:0061512]; protein transport [GO:0015031]
Q4V921	
F1RBN2	axonemal dynein complex assembly [GO:0070286]
Q9YHE8	canonical Wnt signaling pathway [GO:0060070]; cell proliferation in dorsal spinal cord [GO:0010456]; embryonic camera-type eye formation [GO:0060900]; embryonic camera-type eye morphogenesis [GO:0048596]; endothelial cell fate specification [GO:0060847]; forebrain development [GO:0030900]; generation of neurons [GO:0048699]; head morphogenesis [GO:0060323]; heart development [GO:0007507]; midbrain development [GO:0030901]; negative regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation [GO:0060829]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of Wnt signaling pathway [GO:0030178]; negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification [GO:2000054]; neurogenesis [GO:0022008]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; rostrocaudal neural tube patterning [GO:0021903]; Wnt signaling pathway [GO:0016055]
F1RCR6	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; protein polyubiquitination [GO:0000209]; regulation of double-strand break repair [GO:2000779]; regulation of embryonic development [GO:0045995]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q7ZV43	autophagy [GO:0006914]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; negative regulation of Wnt signaling pathway [GO:0030178]; phosphorylation [GO:0016310]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q90Z08	cilium assembly [GO:0060271]; Kupffer's vesicle development [GO:0070121]; lipoprotein transport [GO:0042953]; nervous system development [GO:0007399]
A8E7I5	cilium assembly [GO:0060271]; determination of heart left/right asymmetry [GO:0061371]; otolith morphogenesis [GO:0032474]
Q5EAR5	tRNA processing [GO:0008033]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]
Q803Y4	protein K69-linked ufmylation [GO:1990592]; protein ufmylation [GO:0071569]
Q6DRC5	Cajal body organization [GO:0030576]; cell population proliferation [GO:0008283]; protein desumoylation [GO:0016926]
Q5SPJ8	tRNA re-export from nucleus [GO:0071528]
P51028	anterior/posterior pattern specification [GO:0009952]; brain segmentation [GO:0035284]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation [GO:0060823]; cell fate commitment [GO:0045165]; cell migration involved in gastrulation [GO:0042074]; cell proliferation involved in pronephros development [GO:0039015]; central nervous system development [GO:0007417]; determination of dorsal identity [GO:0048263]; dorsal/ventral pattern formation [GO:0009953]; ectoderm development [GO:0007398]; endoderm development [GO:0007492]; eye development [GO:0001654]; hindbrain development [GO:0030902]; mesodermal cell fate commitment [GO:0001710]; mesoderm development [GO:0007498]; mesoderm formation [GO:0001707]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; neural plate anterior/posterior regionalization [GO:0021999]; neural plate pattern specification [GO:0060896]; neuron differentiation [GO:0030182]; notochord development [GO:0030903]; positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]; positive regulation of gene expression [GO:0010628]; post-anal tail morphogenesis [GO:0036342]; regulation of anterior head development [GO:2000742]; somitogenesis [GO:0001756]; Spemann organizer formation [GO:0060061]; spinal cord anterior/posterior patterning [GO:0021512]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in dorsal/ventral axis specification [GO:0044332]
Q7ZV20	maturation of 5.8S rRNA [GO:0000460]; maturation of LSU-rRNA [GO:0000470]
A2BGU9	
A5D8S5	apoptotic process [GO:0006915]; neuron migration [GO:0001764]; positive regulation of JNK cascade [GO:0046330]; protein autoubiquitination [GO:0051865]; regulation of CD4-positive, alpha-beta T cell differentiation [GO:0043370]; regulation of CD8-positive, alpha-beta T cell proliferation [GO:2000564]
Q5U3W1	carbohydrate phosphorylation [GO:0046835]; muscle structure development [GO:0061061]; protein O-linked glycosylation [GO:0006493]; swimming [GO:0036268]
Q5RID7	intracellular protein transport [GO:0006886]; retrograde transport, endosome to plasma membrane [GO:1990126]; signal transduction [GO:0007165]
Q6PBI8	
Q7ZUB3	
Q6PGY6	negative regulation of NF-kappaB transcription factor activity [GO:0032088]; protein K69-linked ufmylation [GO:1990592]; protein ufmylation [GO:0071569]; regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032434]; response to endoplasmic reticulum stress [GO:0034976]
Q6NY82	protein neddylation [GO:0045116]; protein polyubiquitination [GO:0000209]
Q7ZVK4	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]
Q801E0	axon guidance [GO:0007411]; brain development [GO:0007420]; central nervous system development [GO:0007417]; closure of optic fissure [GO:0061386]; negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902254]; neuron differentiation [GO:0030182]; optic nerve development [GO:0021554]; regulation of retinal ganglion cell axon guidance [GO:0090259]; regulation of transcription by RNA polymerase II [GO:0006357]; retina development in camera-type eye [GO:0060041]; retina morphogenesis in camera-type eye [GO:0060042]
Q7SZC2	body fluid secretion [GO:0007589]; protein export from nucleus [GO:0006611]; protein import into nucleus [GO:0006606]
Q802D3	protein export from nucleus [GO:0006611]
Q92048	canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; hepatocyte proliferation [GO:0072574]; liver development [GO:0001889]; multicellular organism development [GO:0007275]; neuron differentiation [GO:0030182]; swim bladder development [GO:0048794]
Q7T385	
Q6P5I8	protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]
Q0V947	
Q5U385	DNA-templated transcription, initiation [GO:0006352]; embryo development ending in birth or egg hatching [GO:0009792]; transcription by RNA polymerase II [GO:0006366]
F1QRX7	activation of GTPase activity [GO:0090630]; negative regulation of TOR signaling [GO:0032007]; response to growth factor [GO:0070848]
Q1LY80	fat cell differentiation [GO:0045444]; ion transmembrane transport [GO:0034220]
Q5XJS5	apoptotic process [GO:0006915]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; multicellular organism development [GO:0007275]; RNA splicing [GO:0008380]
Q6NWH5	inner mitochondrial membrane organization [GO:0007007]; mitochondrion organization [GO:0007005]
Q6PH58	autophagy [GO:0006914]; negative regulation of autophagosome assembly [GO:1902902]; negative regulation of autophagosome maturation [GO:1901097]
Q6DGL7	
E7F211	actin filament polymerization [GO:0030041]; cilium organization [GO:0044782]; determination of heart left/right asymmetry [GO:0061371]
Q6DI37	protein dephosphorylation [GO:0006470]
A4FUN7	protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q7ZV79	CTP salvage [GO:0044211]; UMP salvage [GO:0044206]
Q6NWB6	embryonic skeletal system development [GO:0048706]; regulation of osteoblast differentiation [GO:0045667]
P59015	apical protein localization [GO:0045176]; bile acid and bile salt transport [GO:0015721]; endosome organization [GO:0007032]; endosome to lysosome transport [GO:0008333]; endosome to pigment granule transport [GO:0043485]; eye pigmentation [GO:0048069]; intracellular protein transport [GO:0006886]; lysosome organization [GO:0007040]; notochord cell vacuolation [GO:0060036]; optokinetic behavior [GO:0007634]; pigment granule maturation [GO:0048757]; regulation of SNARE complex assembly [GO:0035542]; vacuole organization [GO:0007033]; vesicle docking involved in exocytosis [GO:0006904]
Q68EI0	determination of left/right symmetry [GO:0007368]; Kupffer's vesicle development [GO:0070121]; regulation of DNA-dependent DNA replication initiation [GO:0030174]; rRNA processing [GO:0006364]
Q567G2	cerebellar Purkinje cell differentiation [GO:0021702]; cerebellum development [GO:0021549]; cytoplasmic microtubule organization [GO:0031122]; midbrain development [GO:0030901]
Q7ZUW6	autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; autophagy of nucleus [GO:0044804]; cellular response to starvation [GO:0009267]; protein lipidation [GO:0006497]; protein localization to phagophore assembly site [GO:0034497]
A2BIR6	carbohydrate metabolic process [GO:0005975]
Q6DHC3	
Q0P483	ADP transport [GO:0015866]; AMP transport [GO:0080121]; ATP transport [GO:0015867]; coenzyme A transmembrane transport [GO:0035349]; mitochondrial membrane organization [GO:0007006]
A0JMG9	carbohydrate transport [GO:0008643]
A8KBL5	amino acid transmembrane transport [GO:0003333]; sodium ion transport [GO:0006814]
Q92008	adenohypophysis development [GO:0021984]; anterior/posterior pattern specification [GO:0009952]; axon guidance [GO:0007411]; blood circulation [GO:0008015]; brain development [GO:0007420]; camera-type eye development [GO:0043010]; cardioblast differentiation [GO:0010002]; caudal fin morphogenesis [GO:0035143]; cell-cell signaling [GO:0007267]; cell fate specification [GO:0001708]; central nervous system development [GO:0007417]; determination of left/right symmetry [GO:0007368]; diencephalon development [GO:0021536]; dorsal/ventral pattern formation [GO:0009953]; embryonic camera-type eye development [GO:0031076]; embryonic digestive tract morphogenesis [GO:0048557]; embryonic neurocranium morphogenesis [GO:0048702]; embryonic viscerocranium morphogenesis [GO:0048703]; endocardial cell differentiation [GO:0060956]; endocrine pancreas development [GO:0031018]; eye photoreceptor cell development [GO:0042462]; floor plate development [GO:0033504]; floor plate formation [GO:0021508]; forebrain development [GO:0030900]; glial cell differentiation [GO:0010001]; gliogenesis [GO:0042063]; glomerulus development [GO:0032835]; habenula development [GO:0021986]; heart development [GO:0007507]; heart looping [GO:0001947]; hindbrain development [GO:0030902]; inner ear development [GO:0048839]; intein-mediated protein splicing [GO:0016539]; midbrain-hindbrain boundary development [GO:0030917]; muscle cell fate specification [GO:0042694]; muscle organ development [GO:0007517]; negative regulation of cell population proliferation [GO:0008285]; nervous system development [GO:0007399]; neural plate morphogenesis [GO:0001839]; neuron differentiation [GO:0030182]; neuron fate commitment [GO:0048663]; odontogenesis [GO:0042476]; oligodendrocyte differentiation [GO:0048709]; oligodendrocyte progenitor proliferation [GO:0070444]; pancreas development [GO:0031016]; pectoral fin development [GO:0033339]; photoreceptor cell maintenance [GO:0045494]; post-embryonic foregut morphogenesis [GO:0048618]; pronephros development [GO:0048793]; protein autoprocessing [GO:0016540]; regulation of BMP signaling pathway involved in heart jogging [GO:2000223]; regulation of cardiac muscle tissue regeneration [GO:1905178]; regulation of cartilage development [GO:0061035]; regulation of gene expression [GO:0010468]; regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030947]; skeletal muscle fiber development [GO:0048741]; smoothened signaling pathway [GO:0007224]; somitogenesis [GO:0001756]; spinal cord motor neuron cell fate specification [GO:0021520]; striated muscle cell development [GO:0055002]; swim bladder morphogenesis [GO:0048795]
Q6NV26	actin cytoskeleton organization [GO:0030036]; ribosomal large subunit biogenesis [GO:0042273]; ribosomal large subunit export from nucleus [GO:0000055]
Q7ZVF3	mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; tricarboxylic acid cycle [GO:0006099]
Q7ZT42	gene silencing by RNA [GO:0031047]; RNA catabolic process [GO:0006401]
Q5U3V9	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]
Q1L8U8	heterochromatin organization [GO:0070828]; histone H3-K9 methylation [GO:0051567]; negative regulation of gene expression [GO:0010629]; positive regulation of DNA methylation-dependent heterochromatin assembly [GO:0090309]; Ras protein signal transduction [GO:0007265]
Q0P466	tRNA methylation [GO:0030488]; wybutosine biosynthetic process [GO:0031591]
Q5SPF7	
Q5RGJ6	actin filament polymerization [GO:0030041]; exocytosis [GO:0006887]
A4IG59	Arp2/3 complex-mediated actin nucleation [GO:0034314]; endosomal transport [GO:0016197]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]
Q6DH44	
P24257	brain segmentation [GO:0035284]; canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; cerebellum morphogenesis [GO:0021587]; fourth ventricle development [GO:0021592]; hindbrain development [GO:0030902]; midbrain-hindbrain boundary development [GO:0030917]; neuron differentiation [GO:0030182]
Q5PQZ3	cellular zinc ion homeostasis [GO:0006882]; positive regulation of transcription by RNA polymerase II [GO:0045944]; zinc ion transport [GO:0006829]
A1L1R6	cell differentiation [GO:0030154]; nervous system development [GO:0007399]; regulation of transcription, DNA-templated [GO:0006355]
Q7SXT7	
Q6GMK7	
Q98SV1	selenium compound metabolic process [GO:0001887]
Q5EB14	carbohydrate transport [GO:0008643]
Q6DI05	
Q1L981	DNA methylation involved in gamete generation [GO:0043046]; P granule organization [GO:0030719]; spermatid development [GO:0007286]
Q7SXV1	brain development [GO:0007420]; embryonic brain development [GO:1990403]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle tethering to Golgi [GO:0099041]
A4IG72	intracellular protein transport [GO:0006886]; signal transduction [GO:0007165]; vesicle-mediated transport [GO:0016192]
B8A5G9	mitochondrial tRNA methylation [GO:0070901]; tRNA methylation [GO:0030488]; tRNA N1-guanine methylation [GO:0002939]
A0A0R4IMY7	calcium ion transmembrane transport [GO:0070588]; protein homotetramerization [GO:0051289]; response to oxidative stress [GO:0006979]
Q7ZUU1	protein transport [GO:0015031]
Q1L8X9	anion transport [GO:0006820]; equilibrioception [GO:0050957]; neurotransmitter loading into synaptic vesicle [GO:0098700]; regulation of synapse structure or activity [GO:0050803]; sodium ion transport [GO:0006814]; synaptic transmission, glutamatergic [GO:0035249]; vestibular reflex [GO:0060005]
A4VCH4	endocytic recycling [GO:0032456]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]; retrograde transport, endosome to plasma membrane [GO:1990126]
B8JLV7	vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]
E7F1C4	ATP-dependent chromatin remodeling [GO:0043044]; DNA double-strand break processing [GO:0000729]
Q08BC4	
Q7SZQ7	
A3KPL7	endoplasmic reticulum tubular network organization [GO:0071786]
Q503N9	chromatin remodeling [GO:0006338]; positive regulation of histone acetylation [GO:0035066]; regulation of transcription by RNA polymerase II [GO:0006357]
Q32PW3	positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription initiation from RNA polymerase II promoter [GO:0006367]
Q90ZY6	chromosome segregation [GO:0007059]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; regulation of chromatin assembly or disassembly [GO:0001672]
E7FFT2	inner ear receptor cell development [GO:0060119]; ion transport [GO:0006811]; lateral line development [GO:0048882]
Q8JGW0	cell adhesion [GO:0007155]; positive regulation of cell division [GO:0051781]; response to unfolded protein [GO:0006986]; tendon development [GO:0035989]
Q6NUZ2	
Q7ZWB2	tail-anchored membrane protein insertion into ER membrane [GO:0071816]
Q6DEF6	hemopoiesis [GO:0030097]; neutrophil differentiation [GO:0030223]; regulation of RNA splicing [GO:0043484]; U6 snRNA 3'-end processing [GO:0034477]
E7F6T8	cell division [GO:0051301]; central nervous system morphogenesis [GO:0021551]; cranial skeletal system development [GO:1904888]; G1/S transition of mitotic cell cycle [GO:0000082]; protein deubiquitination [GO:0016579]; protein K11-linked deubiquitination [GO:0035871]; protein K48-linked deubiquitination [GO:0071108]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q155U0	endocytic recycling [GO:0032456]; Golgi organization [GO:0007030]; Golgi vesicle transport [GO:0048193]; lipid digestion [GO:0044241]; lipid transport [GO:0006869]; lysosomal transport [GO:0007041]; protein transport [GO:0015031]; regulation of phospholipase activity [GO:0010517]; retrograde transport, endosome to Golgi [GO:0042147]
E7FB98	cardiovascular system development [GO:0072358]; cellular response to fluid shear stress [GO:0071498]; endothelial cell development [GO:0001885]; menaquinone biosynthetic process [GO:0009234]; ubiquinone biosynthetic process [GO:0006744]; ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate [GO:0032194]; vitamin K biosynthetic process [GO:0042371]
A5WWB0	behavior [GO:0007610]; protein deubiquitination [GO:0016579]; regulation of synaptic transmission, GABAergic [GO:0032228]; ubiquitin-dependent protein catabolic process [GO:0006511]
F1QEB7	cilium assembly [GO:0060271]; head development [GO:0060322]; heart development [GO:0007507]; intracellular protein transport [GO:0006886]; multicellular organism growth [GO:0035264]; neural crest cell migration [GO:0001755]; regulation of smoothened signaling pathway [GO:0008589]; vesicle tethering to Golgi [GO:0099041]
B8JKF4	DNA repair [GO:0006281]; DNA replication [GO:0006260]; double-strand break repair via homologous recombination [GO:0000724]; nucleotide-excision repair [GO:0006289]; telomere capping [GO:0016233]; telomere maintenance [GO:0000723]; telomere maintenance via telomere lengthening [GO:0010833]; vasculature development [GO:0001944]
Q6NYJ3	negative regulation of DNA recombination at telomere [GO:0048239]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; regulation of double-strand break repair via homologous recombination [GO:0010569]; regulation of transcription, DNA-templated [GO:0006355]; telomere maintenance [GO:0000723]; telomere maintenance via telomere lengthening [GO:0010833]
Q6NWD4	apoptotic process [GO:0006915]; mitochondrial membrane organization [GO:0007006]; protein dephosphorylation [GO:0006470]; protein import into mitochondrial matrix [GO:0030150]
A4IG66	nuclear migration along microtubule [GO:0030473]
Q7SXR1	miRNA loading onto RISC involved in gene silencing by miRNA [GO:0035280]; pre-miRNA processing [GO:0031054]; production of siRNA involved in RNA interference [GO:0030422]; regulation of production of miRNAs involved in gene silencing by miRNA [GO:1903798]; regulation of production of siRNA involved in RNA interference [GO:0090065]; regulation of translation [GO:0006417]; regulation of viral transcription [GO:0046782]; targeting of mRNA for destruction involved in RNA interference [GO:0030423]
F1QZ15	tRNA threonylcarbamoyladenosine modification [GO:0002949]
Q7ZV03	intracellular protein transport [GO:0006886]; retrograde transport, endosome to Golgi [GO:0042147]
Q08C75	chemical synaptic transmission [GO:0007268]
Q5XIY6	
Q803A8	apoptotic process [GO:0006915]; cellular calcium ion homeostasis [GO:0006874]; Wnt signaling pathway [GO:0016055]
A8WHR3	mRNA processing [GO:0006397]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of neuron apoptotic process [GO:0043524]; RNA splicing [GO:0008380]
Q6P4U6	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K48-linked ubiquitination [GO:0070936]
Q1LY51	
Q1JQ66	
A4QNX2	acyl carnitine transport [GO:0006844]; amino acid transport [GO:0006865]
Q803G5	cellular protein-containing complex assembly [GO:0034622]; cristae formation [GO:0042407]; liver development [GO:0001889]; mitochondrial respiratory chain complex assembly [GO:0033108]; protein-containing complex assembly [GO:0065003]; protein insertion into mitochondrial outer membrane [GO:0045040]
A7MD70	cell division [GO:0051301]; establishment of mitotic spindle orientation [GO:0000132]; mitotic metaphase plate congression [GO:0007080]; mitotic spindle assembly checkpoint [GO:0007094]; protein localization to kinetochore [GO:0034501]
Q7ZV26	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; response to ionizing radiation [GO:0010212]
A7XYJ6	
F1RAX4	chordate embryonic development [GO:0043009]; retinol transport [GO:0034633]; vitamin A import [GO:0071939]
F8W2M8	central nervous system development [GO:0007417]; locomotory behavior [GO:0007626]; neurogenesis [GO:0022008]; proteolysis [GO:0006508]
Q5EDF9	eating behavior [GO:0042755]; histamine metabolic process [GO:0001692]; hormone-mediated signaling pathway [GO:0009755]; negative regulation of glutamate secretion [GO:0014050]; positive regulation of gamma-aminobutyric acid secretion [GO:0014054]; positive regulation of insulin secretion [GO:0032024]
Q561Y0	apoptotic process [GO:0006915]
Q98SJ5	axon guidance [GO:0007411]; diencephalon development [GO:0021536]; dopaminergic neuron differentiation [GO:0071542]; hypothalamus cell differentiation [GO:0021979]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pronephric proximal tubule development [GO:0035776]; pronephros development [GO:0048793]; proximal straight tubule development [GO:0072020]; regulation of transcription by RNA polymerase II [GO:0006357]
Q6NWI1	
Q802G7	
Q6NUT7	endocytosis [GO:0006897]; Golgi to endosome transport [GO:0006895]; post-Golgi vesicle-mediated transport [GO:0006892]; vesicle organization [GO:0016050]
A8WG21	protein transport [GO:0015031]
A5PL98	aerobic respiration [GO:0009060]; respiratory electron transport chain [GO:0022904]; tricarboxylic acid cycle [GO:0006099]
Q9DDT5	central nervous system neuron development [GO:0021954]; hemopoiesis [GO:0030097]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244]; neuron migration [GO:0001764]; positive regulation of hematopoietic progenitor cell differentiation [GO:1901534]; positive regulation of hematopoietic stem cell differentiation [GO:1902038]; positive regulation of interferon-gamma-mediated signaling pathway [GO:0060335]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q503V3	positive regulation of SREBP signaling pathway [GO:2000640]
A3KNK1	detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; fat cell differentiation [GO:0045444]; ion transmembrane transport [GO:0034220]
Q07998	cell fate specification [GO:0001708]; convergent extension involved in axis elongation [GO:0060028]; convergent extension involved in nephron morphogenesis [GO:0072045]; determination of heart left/right asymmetry [GO:0061371]; determination of left/right asymmetry in diencephalon [GO:0035462]; determination of left/right asymmetry in lateral mesoderm [GO:0003140]; determination of left/right symmetry [GO:0007368]; digestive tract development [GO:0048565]; embryonic heart tube morphogenesis [GO:0003143]; heart looping [GO:0001947]; heart morphogenesis [GO:0003007]; Kupffer's vesicle development [GO:0070121]; liver development [GO:0001889]; mesoderm development [GO:0007498]; mesoderm formation [GO:0001707]; negative regulation of transcription by RNA polymerase II [GO:0000122]; notochord cell differentiation [GO:0060034]; notochord development [GO:0030903]; notochord formation [GO:0014028]; pancreas development [GO:0031016]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-anal tail morphogenesis [GO:0036342]; pronephric glomerulus morphogenesis [GO:0035775]; regulation of BMP signaling pathway involved in heart jogging [GO:2000223]; regulation of endodermal cell fate specification [GO:0042663]; somite development [GO:0061053]; somitogenesis [GO:0001756]; specification of animal organ position [GO:0010159]; Wnt signaling pathway [GO:0016055]
O13168	myeloid cell differentiation [GO:0030099]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of transcription, DNA-templated [GO:0006355]
F1QZE9	detection of mechanical stimulus involved in sensory perception of sound [GO:0050910]; inner ear development [GO:0048839]; inner ear morphogenesis [GO:0042472]; neuromast development [GO:0048884]; vestibular reflex [GO:0060005]
Q6DC58	nervous system development [GO:0007399]
Q6NYE7	
A9JR78	double-strand break repair via homologous recombination [GO:0000724]; replication fork processing [GO:0031297]
Q5RH71	protein localization to plasma membrane [GO:0072659]; protein maturation [GO:0051604]
Q58A48	multicellular organism development [GO:0007275]
