Entry	Gene ontology (biological process)
P34690	centrosome localization [GO:0051642]; embryo development ending in birth or egg hatching [GO:0009792]; establishment of mitotic spindle orientation [GO:0000132]; microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; protein localization [GO:0008104]; regulation of cytokinesis [GO:0032465]
Q22813	cell fate specification [GO:0001708]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
P34475	cytoplasmic microtubule organization [GO:0031122]; detection of temperature stimulus [GO:0016048]; maintenance of centrosome location [GO:0051661]; meiotic spindle organization [GO:0000212]; microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; microtubule nucleation [GO:0007020]; mitotic cell cycle [GO:0000278]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle organization [GO:0007052]; regulation of mitotic cell cycle, embryonic [GO:0009794]; regulation of mitotic cytokinetic process [GO:1903436]
Q965T1	protein N-linked glycosylation [GO:0006487]
Q17819	
Q09232	innate immune response [GO:0045087]; ovulation [GO:0030728]; sexual reproduction [GO:0019953]; store-operated calcium entry [GO:0002115]
P46873	anterograde dendritic transport of neurotransmitter receptor complex [GO:0098971]; cell projection organization [GO:0030030]; cilium assembly [GO:0060271]; dauer entry [GO:0043053]; intraciliary anterograde transport [GO:0035720]; intraciliary transport [GO:0042073]; microtubule-based movement [GO:0007018]; negative regulation of non-motile cilium assembly [GO:1902856]; non-motile cilium assembly [GO:1905515]; positive regulation of dauer larval development [GO:0061066]; positive regulation of non-motile cilium assembly [GO:1902857]; regulation of insulin receptor signaling pathway [GO:0046626]
Q17958	endoplasmic reticulum organization [GO:0007029]; epithelial tube morphogenesis [GO:0060562]; positive regulation of endocytic recycling [GO:2001137]; positive regulation of GTPase activity [GO:0043547]; regulation of Golgi organization [GO:1903358]
Q17758	protein transport [GO:0015031]
Q94131	cell fate determination [GO:0001709]; embryonic pattern specification [GO:0009880]; formation of primary germ layer [GO:0001704]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of transcription by RNA polymerase II [GO:0000122]
O18216	
P34409	DNA replication [GO:0006260]; embryo development ending in birth or egg hatching [GO:0009792]; error-prone translesion synthesis [GO:0042276]; reproduction [GO:0000003]; translesion synthesis [GO:0019985]
Q09549	
Q8MXI4	intracellular signal transduction [GO:0035556]; regulation of gene expression [GO:0010468]; response to osmotic stress [GO:0006970]
O17828	peptidyl-serine phosphorylation [GO:0018105]; piRNA biosynthetic process [GO:1990511]; Wnt signaling pathway [GO:0016055]
Q9XW79	cell division [GO:0051301]; chiasma assembly [GO:0051026]; dephosphorylation [GO:0016311]; embryo development ending in birth or egg hatching [GO:0009792]; meiotic cell cycle [GO:0051321]; regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination [GO:1905261]
P28192	motor neuron axon guidance [GO:0008045]; protein dephosphorylation [GO:0006470]
Q9NEU3	tRNA-guanine transglycosylation [GO:0101030]
P90917	cell fate specification [GO:0001708]; chromatin organization [GO:0006325]; nematode male tail tip morphogenesis [GO:0045138]; regulation of neurogenesis [GO:0050767]
Q95Q34	maturation of SSU-rRNA [GO:0030490]; nematode larval development [GO:0002119]
Q9BL19	cytoplasmic translation [GO:0002181]
Q9N4I4	maturation of LSU-rRNA [GO:0000470]; translation [GO:0006412]
O17581	anterior/posterior axon guidance [GO:0033564]; cell division [GO:0051301]; dorsal/ventral axon guidance [GO:0033563]; maintenance of mitotic sister chromatid cohesion [GO:0034088]; oviposition [GO:0018991]
G5EEG7	embryo development ending in birth or egg hatching [GO:0009792]; locomotion [GO:0040011]; mechanosensory behavior [GO:0007638]; mRNA splicing, via spliceosome [GO:0000398]; muscle organ morphogenesis [GO:0048644]; nematode larval development [GO:0002119]; neuron development [GO:0048666]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]
Q9TXP0	ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]
Q19877	cytoplasmic translation [GO:0002181]; translation [GO:0006412]
Q9Y194	ameboidal-type cell migration [GO:0001667]; carboxylic acid metabolic process [GO:0019752]; sphingolipid catabolic process [GO:0030149]; sphingolipid metabolic process [GO:0006665]
O45933	cellular protein-containing complex localization [GO:0034629]; mRNA transport [GO:0051028]; positive regulation of TORC1 signaling [GO:1904263]; protein transport [GO:0015031]
G5EG17	chromosome organization [GO:0051276]; DNA replication [GO:0006260]; double-strand break repair via homologous recombination [GO:0000724]; meiotic cell cycle [GO:0051321]
P54217	eggshell formation [GO:0030703]; multicellular organism development [GO:0007275]; prevention of polyspermy [GO:0060468]; spermatogenesis [GO:0007283]
Q19473	
Q93704	behavior [GO:0007610]; chemotaxis [GO:0006935]
O17582	regulation of transcription, DNA-templated [GO:0006355]; response to oxidative stress [GO:0006979]
O01498	endosome to lysosome transport [GO:0008333]; ephrin receptor signaling pathway [GO:0048013]; multicellular organism development [GO:0007275]; negative regulation of MAPK cascade [GO:0043409]; protein localization to non-motile cilium [GO:0097499]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; response to hermaphrodite contact [GO:0034606]
Q9TVY6	cell adhesion [GO:0007155]; single fertilization [GO:0007338]
O16991	DNA-templated transcription, initiation [GO:0006352]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcriptional start site selection at RNA polymerase II promoter [GO:0001174]
Q95PJ8	
Q9XUN9	muscle contraction [GO:0006936]; oviposition [GO:0018991]; post-embryonic body morphogenesis [GO:0040032]
O02173	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]
Q09506	
P30635	cell redox homeostasis [GO:0045454]; oxidation-reduction process [GO:0055114]
P34499	
Q22295	
Q02334	carbohydrate transport [GO:0008643]
Q09274	calcium ion transport [GO:0006816]; cell differentiation [GO:0030154]; magnesium ion transport [GO:0015693]; muscle organ development [GO:0007517]
P27715	dense core granule priming [GO:0061789]; intracellular signal transduction [GO:0035556]; neuromuscular junction development [GO:0007528]; positive regulation of oocyte development [GO:0060282]; presynaptic dense core vesicle exocytosis [GO:0099525]; regulation of oviposition [GO:0046662]; regulation of pharyngeal pumping [GO:0043051]; spermatogenesis [GO:0007283]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle docking [GO:0016081]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle maturation [GO:0016188]; synaptic vesicle priming [GO:0016082]
Q09275	protein desumoylation [GO:0016926]; protein sumoylation [GO:0016925]
Q21190	positive regulation of cell communication by electrical coupling [GO:0010650]; response to drug [GO:0042493]
Q21752	mitochondrion organization [GO:0007005]
Q23588	nucleotide catabolic process [GO:0009166]; thymidine metabolic process [GO:0046104]; UMP salvage [GO:0044206]; uracil catabolic process [GO:0006212]; uracil metabolic process [GO:0019860]; uridine catabolic process [GO:0006218]; uridine metabolic process [GO:0046108]
Q4TT88	anterior/posterior axis specification, embryo [GO:0008595]; embryo development ending in birth or egg hatching [GO:0009792]; exit from meiosis [GO:1990947]; first cell cycle pseudocleavage [GO:0030590]; maintenance of centrosome location [GO:0051661]; oogenesis [GO:0048477]; peptide catabolic process [GO:0043171]; positive regulation of oocyte maturation [GO:1900195]; proteolysis [GO:0006508]; regulation of meiotic cell cycle process involved in oocyte maturation [GO:1903538]; regulation of oviposition [GO:0046662]
Q10920	proteasome regulatory particle assembly [GO:0070682]
Q09614	cell cycle [GO:0007049]; cell division [GO:0051301]; molting cycle, collagen and cuticulin-based cuticle [GO:0018996]; smoothened signaling pathway [GO:0007224]
P61866	regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]
P49391	translation [GO:0006412]
P34642	negative regulation of translational elongation [GO:0045900]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
Q02330	nematode male tail tip morphogenesis [GO:0045138]; pharynx development [GO:0060465]; positive regulation of cell growth [GO:0030307]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of nematode male tail tip morphogenesis [GO:0110039]; post-embryonic development [GO:0009791]; regulation of mesodermal cell fate specification [GO:0042661]; transforming growth factor beta receptor signaling pathway [GO:0007179]
Q09545	aerobic respiration [GO:0009060]; respiratory electron transport chain [GO:0022904]; tricarboxylic acid cycle [GO:0006099]
Q9U3D4	ceramide biosynthetic process [GO:0046513]; sphingolipid biosynthetic process [GO:0030148]; sphingomyelin biosynthetic process [GO:0006686]
O01510	hermaphrodite genitalia development [GO:0040035]; male genitalia development [GO:0030539]; nuclear mRNA surveillance of spliceosomal pre-mRNA splicing [GO:0071030]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]
Q9NEL2	ATP-dependent chromatin remodeling [GO:0043044]; chromatin remodeling [GO:0006338]; gene silencing [GO:0016458]; histone exchange [GO:0043486]; multicellular organism development [GO:0007275]; negative regulation of cell fate specification [GO:0009996]
Q22165	
P53588	succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099]
Q19825	arginyl-tRNA aminoacylation [GO:0006420]; determination of adult lifespan [GO:0008340]; negative regulation of gene expression [GO:0010629]; positive regulation of gene expression [GO:0010628]; translation [GO:0006412]
Q22288	
P34586	calcium ion transmembrane transport [GO:0070588]; manganese ion transport [GO:0006828]; regulation of cytosolic calcium ion concentration [GO:0051480]; single fertilization [GO:0007338]
P0CG71	modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]
P52814	translation [GO:0006412]
Q95Y71	
Q9TYM6	box H/ACA snoRNP assembly [GO:0000493]; ribonucleoprotein complex assembly [GO:0022618]
Q19975	
P31161	removal of superoxide radicals [GO:0019430]
P54141	defense response to Gram-positive bacterium [GO:0050830]; detection of chemical stimulus [GO:0009593]; sensory perception of chemical stimulus [GO:0007606]
Q17704	fatty acid elongation [GO:0030497]; steroid biosynthetic process [GO:0006694]
P34183	germ cell development [GO:0007281]; histidyl-tRNA aminoacylation [GO:0006427]; mitochondrial translation [GO:0032543]; nematode larval development [GO:0002119]; translation [GO:0006412]
Q09385	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
G5ECL2	acetylcholine transport [GO:0015870]; cytoskeleton organization [GO:0007010]; endosome organization [GO:0007032]; gamma-aminobutyric acid transport [GO:0015812]; Golgi vesicle uncoating [GO:0048212]; inositol phosphate dephosphorylation [GO:0046855]; locomotion [GO:0040011]; muscle contraction [GO:0006936]; phosphatidylinositol dephosphorylation [GO:0046856]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of muscle contraction [GO:0045933]; positive regulation of necrotic cell death [GO:0010940]; positive regulation of neurotransmitter secretion [GO:0001956]; protein localization to synapse [GO:0035418]; regulation of backward locomotion [GO:0043058]; regulation of forward locomotion [GO:0043059]; synaptic vesicle budding from presynaptic endocytic zone membrane [GO:0016185]; synaptic vesicle endocytosis [GO:0048488]; synaptic vesicle transport [GO:0048489]; synaptic vesicle uncoating [GO:0016191]; vesicle organization [GO:0016050]
O17730	transsulfuration [GO:0019346]
Q9U1W1	COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; maintenance of protein localization in organelle [GO:0072595]; negative regulation of apoptotic process [GO:0043066]; protein secretion [GO:0009306]; regulation of cell growth [GO:0001558]; regulation of cell size [GO:0008361]; regulation of multicellular organism growth [GO:0040014]
Q09665	calcium-mediated signaling [GO:0019722]; microtubule cytoskeleton organization [GO:0000226]
Q5WRN1	positive regulation of multicellular organism growth [GO:0040018]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; regulation of mesodermal cell fate specification [GO:0042661]; transforming growth factor beta receptor signaling pathway involved in regulation of multicellular organism growth [GO:1901048]
Q09444	negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]
O18017	chromosome organization [GO:0051276]; chromosome segregation [GO:0007059]; determination of adult lifespan [GO:0008340]; DNA damage checkpoint [GO:0000077]; DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA unwinding involved in DNA replication [GO:0006268]; double-strand break repair via homologous recombination [GO:0000724]; meiotic cell cycle [GO:0051321]; meiotic chromosome separation [GO:0051307]; meiotic DNA double-strand break processing involved in reciprocal meiotic recombination [GO:0010705]; mitotic cell cycle [GO:0000278]; negative regulation of apoptotic process [GO:0043066]; reciprocal meiotic recombination [GO:0007131]; resolution of meiotic recombination intermediates [GO:0000712]; resolution of recombination intermediates [GO:0071139]; response to X-ray [GO:0010165]
P34624	cell cycle [GO:0007049]; cell division [GO:0051301]; negative regulation of synapse assembly [GO:0051964]; positive regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045737]; regulation of neuron remodeling [GO:1904799]; regulation of terminal button organization [GO:2000331]
Q86D25	cilium assembly [GO:0060271]; positive regulation of cell motility [GO:2000147]; positive regulation of feeding behavior [GO:2000253]; regulation of cilium beat frequency involved in ciliary motility [GO:0060296]
A3QM97	determination of adult lifespan [GO:0008340]; magnesium ion homeostasis [GO:0010960]; magnesium ion transport [GO:0015693]; positive regulation of gonad development [GO:1905941]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of vulval development [GO:0040026]; response to magnesium ion [GO:0032026]
Q22942	CDP-choline pathway [GO:0006657]; phosphatidylethanolamine biosynthetic process [GO:0006646]
Q9N425	establishment of mitotic spindle localization [GO:0040001]; mitotic cytokinesis [GO:0000281]; multicellular organism development [GO:0007275]; oogenesis [GO:0048477]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q09221	
Q22099	determination of adult lifespan [GO:0008340]; lysyl-tRNA aminoacylation [GO:0006430]; negative regulation of gene expression [GO:0010629]; positive regulation of nematode larval development [GO:0061063]; positive regulation of protein phosphorylation [GO:0001934]; regulation of brood size [GO:0060378]
Q93573	
Q22289	cell fate specification [GO:0001708]; embryonic body morphogenesis [GO:0010172]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]
P61228	
O45380	trehalose biosynthetic process [GO:0005992]; trehalose metabolism in response to stress [GO:0070413]
O02482	chemical synaptic transmission [GO:0007268]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of axonogenesis [GO:0050770]; regulation of neurotransmitter levels [GO:0001505]; regulation of synapse structure or activity [GO:0050803]
P50464	cell-cell adhesion [GO:0098609]; cell-cell junction organization [GO:0045216]; mitochondrion organization [GO:0007005]; muscle cell cellular homeostasis [GO:0046716]; muscle organ development [GO:0007517]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of locomotion [GO:0040017]; positive regulation of sarcomere organization [GO:0060298]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; sensory perception of mechanical stimulus [GO:0050954]
P34462	regulation of intracellular pH [GO:0051453]
Q19077	
P42169	peptidyl-serine phosphorylation [GO:0018105]
P46583	
P34433	
Q03564	
Q23570	
P34621	
P34523	negative regulation of ribosome biogenesis [GO:0090071]; negative regulation of translation [GO:0017148]
P41883	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein deubiquitination [GO:0016579]
Q20256	
Q09337	
P34593	
Q11096	ubiquitin-dependent protein catabolic process [GO:0006511]
Q09287	mitochondrial tRNA processing [GO:0090646]
Q09301	
Q09303	
Q09947	
Q20228	positive regulation of translational fidelity [GO:0045903]; translation [GO:0006412]
P34890	multicellular organism development [GO:0007275]; spermatid development [GO:0007286]
Q9U3N5	
P91209	
O01609	
Q03567	anion transport [GO:0006820]; sodium ion transport [GO:0006814]
G5EGU9	cell division [GO:0051301]; embryo development ending in birth or egg hatching [GO:0009792]; meiotic chromosome segregation [GO:0045132]; negative regulation of protein localization to centrosome [GO:1904780]; positive regulation of fertilization [GO:1905516]; positive regulation of mitotic cell cycle, embryonic [GO:0045977]; positive regulation of mitotic cytokinetic process [GO:1903438]; regulation of centrosome duplication [GO:0010824]; regulation of mitotic cell cycle, embryonic [GO:0009794]; regulation of mitotic cytokinetic process [GO:1903436]; regulation of spindle assembly [GO:0090169]
P46941	regulation of GTPase activity [GO:0043087]; signal transduction [GO:0007165]
P34547	anterior/posterior axis specification, embryo [GO:0008595]; positive regulation of gene expression [GO:0010628]; positive regulation of locomotion involved in locomotory behavior [GO:0090326]; protein deubiquitination [GO:0016579]; protein deubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0071947]; regulation of AMPA receptor activity [GO:2000311]
Q19626	ATP metabolic process [GO:0046034]; cell-cell adhesion [GO:0098609]; cell death [GO:0008219]; energy coupled proton transmembrane transport, against electrochemical gradient [GO:0015988]; positive regulation of programmed cell death [GO:0043068]; proton transmembrane transport [GO:1902600]; regulation of intracellular pH [GO:0051453]; regulation of syncytium formation by plasma membrane fusion [GO:0060142]; response to hypoxia [GO:0001666]
Q18232	
P52880	
P30631	
P34263	
P34592	
P41844	
O76565	
Q09338	
P41881	O-glycan processing, core 1 [GO:0016267]
Q23247	circadian rhythm [GO:0007623]
P34536	
P34538	
Q22306	
Q11112	
Q10123	ceramide metabolic process [GO:0006672]; phosphorylation [GO:0016310]; sphingolipid metabolic process [GO:0006665]
Q10027	
Q09523	ribosomal small subunit assembly [GO:0000028]
Q09311	
Q629J5	
Q09609	
Q09370	
Q9XXD7	axon guidance [GO:0007411]; cell adhesion [GO:0007155]; pattern specification process [GO:0007389]
P48154	translation [GO:0006412]
Q2L6W9	cell projection assembly [GO:0030031]; establishment or maintenance of cell polarity [GO:0007163]; intracellular signal transduction [GO:0035556]; negative regulation of cell growth [GO:0030308]; neuron projection development [GO:0031175]; peptidyl-serine phosphorylation [GO:0018105]; protein phosphorylation [GO:0006468]; regulation of cell shape [GO:0008360]
G5EEW6	nematode larval development [GO:0002119]; positive regulation of developmental growth [GO:0048639]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; positive regulation of gastrulation [GO:2000543]; positive regulation of histone H3-K36 trimethylation [GO:2001255]; positive regulation of histone H3-K4 trimethylation [GO:1905437]; positive regulation of histone H3-K79 dimethylation [GO:1905473]; positive regulation of mRNA processing [GO:0050685]; positive regulation of oocyte development [GO:0060282]; positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues [GO:2001165]; positive regulation of RNA splicing [GO:0033120]; positive regulation of vulval development [GO:0040026]; regulation of phosphorylation of RNA polymerase II C-terminal domain [GO:1901407]; transcription, DNA-templated [GO:0006351]
O17699	sensory perception of chemical stimulus [GO:0007606]
O17818	sensory perception of chemical stimulus [GO:0007606]
Q18881	sensory perception of chemical stimulus [GO:0007606]
Q20618	detection of chemical stimulus involved in sensory perception [GO:0050907]; detection of chemical stimulus involved in sensory perception of smell [GO:0050911]; negative regulation of Ras protein signal transduction [GO:0046580]; negative regulation of response to food [GO:0032096]; negative regulation of vulval development [GO:0040027]
O44445	endosomal transport [GO:0016197]; endosome to lysosome transport [GO:0008333]; intracellular protein transport [GO:0006886]; lysosome localization [GO:0032418]; lysosome organization [GO:0007040]; positive regulation of intracellular protein transport [GO:0090316]; regulation of synaptic vesicle exocytosis [GO:2000300]; synaptic vesicle exocytosis [GO:0016079]
Q22557	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]
P30638	
Q18864	negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of vulval development [GO:0040027]; nematode larval development [GO:0002119]; positive regulation of cellular protein catabolic process [GO:1903364]
Q23058	
H2L045	positive regulation of axon regeneration [GO:0048680]
Q9N2K7	cell fate specification [GO:0001708]; multicellular organism development [GO:0007275]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q19981	animal organ morphogenesis [GO:0009887]; tissue development [GO:0009888]
Q19253	embryonic ectodermal digestive tract morphogenesis [GO:0048613]; endocytosis [GO:0006897]; negative regulation of protein localization to adherens junction [GO:1904703]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; positive regulation of oviposition [GO:1901046]; regulation of actin cytoskeleton organization [GO:0032956]
Q27371	axonal fasciculation [GO:0007413]; cardiac muscle contraction [GO:0060048]; embryonic morphogenesis [GO:0048598]; larval somatic muscle development [GO:0007526]; muscle contraction [GO:0006936]; ovulation [GO:0030728]; regulation of muscle contraction [GO:0006937]; sarcomere organization [GO:0045214]; skeletal muscle contraction [GO:0003009]
P91127	microtubule bundle formation [GO:0001578]; microtubule polymerization [GO:0046785]; positive regulation of protein polymerization [GO:0032273]
Q23238	adherens junction maintenance [GO:0034334]; multicellular organism development [GO:0007275]; protein desumoylation [GO:0016926]; regulation of cell-cell adhesion involved in gastrulation [GO:0070587]
P34631	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]; response to unfolded protein [GO:0006986]; ubiquitin-dependent ERAD pathway [GO:0030433]
Q18685	cell-matrix adhesion [GO:0007160]; establishment of protein localization to organelle [GO:0072594]; hermaphrodite genitalia morphogenesis [GO:0048815]; integrin-mediated signaling pathway [GO:0007229]; locomotion [GO:0040011]; mitochondrion organization [GO:0007005]; muscle cell cellular homeostasis [GO:0046716]; muscle organ development [GO:0007517]; positive regulation of distal tip cell migration [GO:1903356]; positive regulation of locomotion [GO:0040017]; positive regulation of myosin II filament organization [GO:1904901]; positive regulation of ovulation [GO:0060279]; positive regulation of sarcomere organization [GO:0060298]; positive regulation of smooth muscle contraction [GO:0045987]; regulation of engulfment of apoptotic cell [GO:1901074]
P34815	intracellular protein transport [GO:0006886]; neurotransmitter secretion [GO:0007269]; positive regulation of neurotransmitter secretion [GO:0001956]; synaptic transmission, cholinergic [GO:0007271]; synaptic vesicle docking [GO:0016081]; vesicle docking involved in exocytosis [GO:0006904]; vesicle-mediated transport [GO:0016192]
P34579	amino acid transmembrane transport [GO:0003333]; neurotransmitter loading into synaptic vesicle [GO:0098700]
Q19954	apoptotic process [GO:0006915]; negative regulation of apoptotic process [GO:0043066]; protein targeting to vacuole [GO:0006623]; regulation of SNARE complex assembly [GO:0035542]; vacuolar protein processing [GO:0006624]; vacuolar transport [GO:0007034]; vacuole fusion, non-autophagic [GO:0042144]; vesicle-mediated transport [GO:0016192]
Q10038	activation of MAPK activity [GO:0000187]; determination of adult lifespan [GO:0008340]; inactivation of MAPK activity [GO:0000188]; negative regulation of axon extension involved in regeneration [GO:0048692]; negative regulation of defense response to bacterium [GO:1900425]; negative regulation of JNK cascade [GO:0046329]; negative regulation of protein localization to nucleus [GO:1900181]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of stress response to copper ion [GO:1903854]; nematode larval development [GO:0002119]; peptidyl-threonine dephosphorylation [GO:0035970]; peptidyl-tyrosine dephosphorylation [GO:0035335]; positive regulation of defense response to bacterium [GO:1900426]; positive regulation of protein localization to nucleus [GO:1900182]; protein dephosphorylation [GO:0006470]; regulation of protein localization to nucleus [GO:1900180]; response to cadmium ion [GO:0046686]; response to copper ion [GO:0046688]; response to unfolded protein [GO:0006986]
H2L0H5	DNA repair [GO:0006281]; meiotic chromosome segregation [GO:0045132]; negative regulation of cohesin loading [GO:0071923]; negative regulation of sister chromatid cohesion [GO:0045875]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; regulation of chromosome condensation [GO:0060623]; regulation of cohesin loading [GO:0071922]
Q17963	determination of adult lifespan [GO:0008340]; gene silencing by RNA [GO:0031047]; histone H3-K4 methylation [GO:0051568]; transdifferentiation [GO:0060290]
Q95Y90	cytoplasmic translation [GO:0002181]; determination of adult lifespan [GO:0008340]
O61887	RNA catabolic process [GO:0006401]
G5EBF1	dorsal/ventral axon guidance [GO:0033563]; neuron migration [GO:0001764]; regulation of sensory neuron axon guidance [GO:1905489]; Roundabout signaling pathway [GO:0035385]; sensory neuron axon guidance [GO:0097374]
Q8MXJ9	3'-phosphoadenosine 5'-phosphosulfate transport [GO:0046963]
P90815	mRNA 5'-splice site recognition [GO:0000395]; spliceosomal snRNP assembly [GO:0000387]
Q17820	protein modification by small protein conjugation [GO:0032446]; protein sumoylation [GO:0016925]
Q19469	axo-dendritic transport [GO:0008088]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; cellular protein localization [GO:0034613]; establishment of cell polarity [GO:0030010]; establishment or maintenance of cell polarity [GO:0007163]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein phosphorylation [GO:0006468]; regulation of axon extension [GO:0030516]; synapse assembly [GO:0007416]; synapse organization [GO:0050808]; synaptic vesicle transport [GO:0048489]
G5EC32	maintenance of mitochondrion location [GO:0051659]; sarcomere organization [GO:0045214]
Q19474	
Q18237	DNA replication [GO:0006260]; double-strand break repair via homologous recombination [GO:0000724]; meiotic DNA double-strand break processing involved in reciprocal meiotic recombination [GO:0010705]; sister chromatid cohesion [GO:0007062]
Q09363	carbohydrate metabolic process [GO:0005975]; chondroitin sulfate biosynthetic process [GO:0030206]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650]; embryo development ending in birth or egg hatching [GO:0009792]; morphogenesis of an epithelium [GO:0002009]; oviposition [GO:0018991]; pharynx development [GO:0060465]; reproduction [GO:0000003]; spermatid development [GO:0007286]; vulval development [GO:0040025]
O18690	sensory perception of chemical stimulus [GO:0007606]
O02073	cell fate specification [GO:0001708]; dosage compensation by hypoactivation of X chromosome [GO:0042464]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; sex determination [GO:0007530]
Q22703	gonad development [GO:0008406]; negative regulation of Ras protein signal transduction [GO:0046580]; negative regulation of vulval development [GO:0040027]; positive regulation of cell cycle [GO:0045787]; programmed cell death [GO:0012501]; regulation of cell division [GO:0051302]; regulation of cell fate specification [GO:0042659]; regulation of transcription by RNA polymerase II [GO:0006357]
Q22747	embryo development ending in birth or egg hatching [GO:0009792]; nuclear migration along microtubule [GO:0030473]
Q09433	cell redox homeostasis [GO:0045454]; determination of adult lifespan [GO:0008340]; glycerol ether metabolic process [GO:0006662]
Q9Y0V6	protein insertion into mitochondrial inner membrane [GO:0045039]; regulation of multicellular organism growth [GO:0040014]; reproduction [GO:0000003]
O17287	intracellular protein transport [GO:0006886]
P34692	Golgi to plasma membrane protein transport [GO:0043001]
O45941	
Q18081	
P91853	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]
Q9N598	protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]
Q23023	apoptotic cell clearance [GO:0043277]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; cell migration [GO:0016477]; dauer larval development [GO:0040024]; determination of adult lifespan [GO:0008340]; embryo development ending in birth or egg hatching [GO:0009792]; nematode male tail tip morphogenesis [GO:0045138]; programmed cell death [GO:0012501]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of autophagy [GO:0010506]; regulation of axon extension [GO:0030516]; regulation of cell size [GO:0008361]; regulation of multicellular organism growth [GO:0040014]; regulation of protein localization [GO:0032880]
P98080	oxidation-reduction process [GO:0055114]; protein processing involved in protein targeting to mitochondrion [GO:0006627]
P29506	locomotion [GO:0040011]; neuroblast fate determination [GO:0007400]; regulation of axonogenesis [GO:0050770]; regulation of synapse structure or activity [GO:0050803]; regulation of transcription, DNA-templated [GO:0006355]; synapse assembly [GO:0007416]; synaptic target recognition [GO:0008039]; synaptic vesicle transport [GO:0048489]
