Entry	Entry name	Status	Length	Gene ontology (molecular function)
P25446	TNR6_MOUSE	reviewed	327	calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; kinase binding [GO:0019900]; protease binding [GO:0002020]; protein-containing complex binding [GO:0044877]; tumor necrosis factor-activated receptor activity [GO:0005031]
Q9D7A6	SRP19_MOUSE	reviewed	144	7S RNA binding [GO:0008312]
P61620	S61A1_MOUSE	reviewed	476	calcium channel activity [GO:0005262]; protein transmembrane transporter activity [GO:0008320]; ribosome binding [GO:0043022]; signal sequence binding [GO:0005048]; transmembrane transporter activity [GO:0022857]
P05367	SAA2_MOUSE	reviewed	122	chemoattractant activity [GO:0042056]; G protein-coupled receptor binding [GO:0001664]
Q9ERC3	SRTD3_MOUSE	reviewed	197	
Q9CR46	SKA2_MOUSE	reviewed	120	microtubule binding [GO:0008017]
A1Y9I9	TOMT_MOUSE	reviewed	258	catechol O-methyltransferase activity [GO:0016206]; L-dopa O-methyltransferase activity [GO:0102084]; orcinol O-methyltransferase activity [GO:0102938]
Q8BJU0	SGTA_MOUSE	reviewed	315	BAT3 complex binding [GO:1904288]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein self-association [GO:0043621]
Q80YR5	SAFB2_MOUSE	reviewed	991	identical protein binding [GO:0042802]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]
Q8R0F3	SUMF1_MOUSE	reviewed	372	cupric ion binding [GO:1903135]; Formylglycine-generating oxidase activity [GO:0120147]; protein homodimerization activity [GO:0042803]
O08641	SH3Y1_MOUSE	reviewed	340	phosphatase binding [GO:0019902]; phosphatidylinositol binding [GO:0035091]
Q8BXK4	SAMTR_MOUSE	reviewed	403	rRNA (adenine) methyltransferase activity [GO:0016433]; S-adenosyl-L-methionine binding [GO:1904047]
Q9D3G2	SLAF8_MOUSE	reviewed	278	identical protein binding [GO:0042802]; signaling receptor activity [GO:0038023]
Q9D658	TP4A3_MOUSE	reviewed	173	protein tyrosine phosphatase activity [GO:0004725]
Q01887	RYK_MOUSE	reviewed	594	ATP binding [GO:0005524]; frizzled binding [GO:0005109]; protein kinase activity [GO:0004672]; transmembrane signaling receptor activity [GO:0004888]; Wnt-activated receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]
Q8BMQ8	MON1B_MOUSE	reviewed	553	
O08750	NFIL3_MOUSE	reviewed	462	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q9D1F5	MRNIP_MOUSE	reviewed	335	chromatin binding [GO:0003682]
Q9WVQ5	MTNB_MOUSE	reviewed	241	identical protein binding [GO:0042802]; methylthioribulose 1-phosphate dehydratase activity [GO:0046570]; zinc ion binding [GO:0008270]
Q9WVS7	MP2K5_MOUSE	reviewed	448	ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]
Q8BWZ3	NAA25_MOUSE	reviewed	972	
Q07832	PLK1_MOUSE	reviewed	603	anaphase-promoting complex binding [GO:0010997]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; microtubule binding [GO:0008017]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]
Q6P9S0	MTSS2_MOUSE	reviewed	715	actin monomer binding [GO:0003785]; GTPase activator activity [GO:0005096]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; Rac GTPase binding [GO:0048365]
Q62066	PHX2A_MOUSE	reviewed	280	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
P63330	PP2AA_MOUSE	reviewed	309	beta-2 adrenergic receptor binding [GO:0031698]; enzyme binding [GO:0019899]; GABA receptor binding [GO:0050811]; identical protein binding [GO:0042802]; ion channel binding [GO:0044325]; metal ion binding [GO:0046872]; protein antigen binding [GO:1990405]; protein-containing complex binding [GO:0044877]; protein C-terminus binding [GO:0008022]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein kinase B binding [GO:0043422]; protein kinase binding [GO:0019901]; protein phosphatase 2A binding [GO:0051721]; protein phosphatase binding [GO:0019903]; protein serine/threonine phosphatase activity [GO:0004722]; tau protein binding [GO:0048156]
Q3UHD3	MTUS2_MOUSE	reviewed	1353	microtubule binding [GO:0008017]; protein homodimerization activity [GO:0042803]
Q9DB26	PHYD1_MOUSE	reviewed	291	dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]
P31360	PO3F2_MOUSE	reviewed	445	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; HMG box domain binding [GO:0071837]; identical protein binding [GO:0042802]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]
Q9CQ06	RM24_MOUSE	reviewed	216	structural constituent of ribosome [GO:0003735]
P43252	PI2R_MOUSE	reviewed	415	prostacyclin receptor activity [GO:0016501]
Q9JJ00	PLS1_MOUSE	reviewed	328	calcium ion binding [GO:0005509]; CD4 receptor binding [GO:0042609]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; enzyme binding [GO:0019899]; epidermal growth factor receptor binding [GO:0005154]; phospholipid scramblase activity [GO:0017128]; SH3 domain binding [GO:0017124]
Q7M6Y3	PICAL_MOUSE	reviewed	660	1-phosphatidylinositol binding [GO:0005545]; clathrin binding [GO:0030276]; clathrin heavy chain binding [GO:0032050]; identical protein binding [GO:0042802]; low-density lipoprotein particle receptor binding [GO:0050750]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; Rab GTPase binding [GO:0017137]; SH3 domain binding [GO:0017124]; SNARE binding [GO:0000149]; tau protein binding [GO:0048156]
Q0VGB7	PP4R2_MOUSE	reviewed	417	protein binding, bridging [GO:0030674]; protein phosphatase regulator activity [GO:0019888]
P15974	PHXR4_MOUSE	reviewed	95	
Q8BP40	PPA6_MOUSE	reviewed	418	acid phosphatase activity [GO:0003993]; lysophosphatidic acid phosphatase activity [GO:0052642]
Q9D9W1	PIFO_MOUSE	reviewed	207	beta-tubulin binding [GO:0048487]; gamma-tubulin binding [GO:0043015]; kinesin binding [GO:0019894]; protein kinase binding [GO:0019901]; Rab GTPase binding [GO:0017137]
Q9JHG1	PIGP_MOUSE	reviewed	132	phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]
Q99N91	RM34_MOUSE	reviewed	92	structural constituent of ribosome [GO:0003735]
Q7TPN3	PIGV_MOUSE	reviewed	493	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity [GO:0004584]; mannosyltransferase activity [GO:0000030]
P47968	RPIA_MOUSE	reviewed	303	carbohydrate binding [GO:0030246]; identical protein binding [GO:0042802]; monosaccharide binding [GO:0048029]; ribose-5-phosphate isomerase activity [GO:0004751]
Q8BXQ2	PIGT_MOUSE	reviewed	582	
P37238	PPARG_MOUSE	reviewed	505	activating transcription factor binding [GO:0033613]; alpha-actinin binding [GO:0051393]; arachidonic acid binding [GO:0050544]; chromatin binding [GO:0003682]; DBD domain binding [GO:0050692]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; double-stranded DNA binding [GO:0003690]; drug binding [GO:0008144]; E-box binding [GO:0070888]; enzyme binding [GO:0019899]; estrogen receptor binding [GO:0030331]; fatty acid binding [GO:0005504]; identical protein binding [GO:0042802]; LBD domain binding [GO:0050693]; lipid binding [GO:0008289]; nuclear receptor activity [GO:0004879]; nuclear receptor transcription coactivator activity [GO:0030374]; peptide binding [GO:0042277]; promoter-specific chromatin binding [GO:1990841]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; protein phosphatase binding [GO:0019903]; protein self-association [GO:0043621]; retinoid X receptor binding [GO:0046965]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region DNA binding [GO:0001012]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II repressing transcription factor binding [GO:0001103]; signaling receptor activity [GO:0038023]; steroid hormone receptor activity [GO:0003707]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; WW domain binding [GO:0050699]; zinc ion binding [GO:0008270]
P0C1P0	PIGY_MOUSE	reviewed	71	
Q9CQJ2	PIHD1_MOUSE	reviewed	290	ATPase binding [GO:0051117]; histone binding [GO:0042393]; phosphoprotein binding [GO:0051219]; protein kinase binding [GO:0019901]; RNA polymerase I core promoter sequence-specific DNA binding [GO:0001164]
Q8K2M0	RM38_MOUSE	reviewed	380	
Q8VDG5	PPCS_MOUSE	reviewed	311	ATP binding [GO:0005524]; phosphopantothenate--cysteine ligase activity [GO:0004632]; protein homodimerization activity [GO:0042803]
Q62070	PIM2_MOUSE	reviewed	370	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P58750	PIM3_MOUSE	reviewed	326	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q8BFY7	PIMRE_MOUSE	reviewed	231	
Q9CR37	PPDPF_MOUSE	reviewed	115	
Q8K2H1	PPHLN_MOUSE	reviewed	381	
Q9CY73	RM44_MOUSE	reviewed	333	double-stranded RNA binding [GO:0003725]; ribonuclease III activity [GO:0004525]
P24369	PPIB_MOUSE	reviewed	216	cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA polymerase binding [GO:0070063]; unfolded protein binding [GO:0051082]
Q8K2Y7	RM47_MOUSE	reviewed	252	structural constituent of ribosome [GO:0003735]
Q8JZS9	RM48_MOUSE	reviewed	211	
Q99KR7	PPIF_MOUSE	reviewed	206	cyclosporin A binding [GO:0016018]; peptide binding [GO:0042277]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; unfolded protein binding [GO:0051082]
Q9QUR7	PIN1_MOUSE	reviewed	165	beta-catenin binding [GO:0008013]; cis-trans isomerase activity [GO:0016859]; GTPase activating protein binding [GO:0032794]; mitogen-activated protein kinase kinase binding [GO:0031434]; motor activity [GO:0003774]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; phosphoprotein binding [GO:0051219]; phosphoserine residue binding [GO:0050815]; phosphothreonine residue binding [GO:0050816]
P70207	PLXA2_MOUSE	reviewed	1894	identical protein binding [GO:0042802]; semaphorin receptor activity [GO:0017154]
Q99MQ3	PINK1_MOUSE	reviewed	580	ATP binding [GO:0005524]; C3HC4-type RING finger domain binding [GO:0055131]; calcium-dependent protein kinase activity [GO:0010857]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; protease binding [GO:0002020]; protein-containing complex binding [GO:0044877]; protein kinase activity [GO:0004672]; protein kinase B binding [GO:0043422]; protein serine/threonine kinase activity [GO:0004674]; TORC2 complex binding [GO:1904841]; ubiquitin protein ligase binding [GO:0031625]
P70208	PLXA3_MOUSE	reviewed	1872	semaphorin receptor activity [GO:0017154]
P70206	PLXA1_MOUSE	reviewed	1894	semaphorin receptor activity [GO:0017154]
Q3UH93	PLXD1_MOUSE	reviewed	1925	protein domain specific binding [GO:0019904]; semaphorin receptor activity [GO:0017154]
P53811	PIPNB_MOUSE	reviewed	271	phosphatidylcholine binding [GO:0031210]; phosphatidylcholine transporter activity [GO:0008525]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol transfer activity [GO:0008526]; phospholipid binding [GO:0005543]
O70579	PM34_MOUSE	reviewed	307	ADP transmembrane transporter activity [GO:0015217]; AMP transmembrane transporter activity [GO:0080122]; ATP transmembrane transporter activity [GO:0005347]; chaperone binding [GO:0051087]; coenzyme A transmembrane transporter activity [GO:0015228]; FAD transmembrane transporter activity [GO:0015230]; FMN transmembrane transporter activity [GO:0044610]; NAD transmembrane transporter activity [GO:0051724]
Q0ZLH2	PJVK_MOUSE	reviewed	352	
Q9DCE5	PK1IP_MOUSE	reviewed	382	
P42337	PK3CA_MOUSE	reviewed	1068	1-phosphatidylinositol-3-kinase activity [GO:0016303]; 1-phosphatidylinositol-4-phosphate 3-kinase activity [GO:0035005]; ATP binding [GO:0005524]; insulin receptor substrate binding [GO:0043560]; kinase activity [GO:0016301]; phosphatidylinositol-3,4-bisphosphate 5-kinase activity [GO:0052812]; phosphatidylinositol-4,5-bisphosphate 3-kinase activity [GO:0046934]; protein kinase activator activity [GO:0030295]; protein serine/threonine kinase activity [GO:0004674]
Q5K2P8	POLS2_MOUSE	reviewed	849	serine-type endopeptidase activity [GO:0004252]
O08852	PKD1_MOUSE	reviewed	4293	calcium channel activity [GO:0005262]; carbohydrate binding [GO:0030246]; ion channel binding [GO:0044325]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; Wnt-activated receptor activity [GO:0042813]
Q9JHG7	PK3CG_MOUSE	reviewed	1102	1-phosphatidylinositol-3-kinase activity [GO:0016303]; 1-phosphatidylinositol-4-phosphate 3-kinase activity [GO:0035005]; ATP binding [GO:0005524]; ephrin receptor binding [GO:0046875]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; phosphatidylinositol-3,4-bisphosphate 5-kinase activity [GO:0052812]; phosphatidylinositol-4,5-bisphosphate 3-kinase activity [GO:0046934]; protein serine/threonine kinase activity [GO:0004674]
Q9ERT9	PPR1A_MOUSE	reviewed	171	protein phosphatase inhibitor activity [GO:0004864]
Q8C115	PKHH2_MOUSE	reviewed	1491	actin binding [GO:0003779]; identical protein binding [GO:0042802]
Q8BQ30	PPR18_MOUSE	reviewed	594	actin binding [GO:0003779]; phosphatase binding [GO:0019902]
Q4VAC9	PKHG3_MOUSE	reviewed	1341	guanyl-nucleotide exchange factor activity [GO:0005085]
Q62087	PON3_MOUSE	reviewed	354	3,4-dihydrocoumarin hydrolase activity [GO:0018733]; acyl-L-homoserine-lactone lactonohydrolase activity [GO:0102007]; aryldialkylphosphatase activity [GO:0004063]; arylesterase activity [GO:0004064]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]
Q9CQT5	POMP_MOUSE	reviewed	141	
Q9QYM5	RND2_MOUSE	reviewed	227	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]; protein N-terminus binding [GO:0047485]
P61514	RL37A_MOUSE	reviewed	92	large ribosomal subunit rRNA binding [GO:0070180]; metal ion binding [GO:0046872]; structural constituent of ribosome [GO:0003735]
Q3UIW5	RNF10_MOUSE	reviewed	804	metal ion binding [GO:0046872]; transcription regulatory region DNA binding [GO:0044212]; ubiquitin-protein transferase activity [GO:0004842]
Q9QYK7	RNF11_MOUSE	reviewed	154	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]
Q9DAK3	RHBT1_MOUSE	reviewed	695	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]
Q91V93	RHBT2_MOUSE	reviewed	728	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]
Q9WTV7	RNF12_MOUSE	reviewed	600	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
O54965	RNF13_MOUSE	reviewed	381	JUN kinase binding [GO:0008432]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
Q9JI90	RNF14_MOUSE	reviewed	485	androgen receptor binding [GO:0050681]; metal ion binding [GO:0046872]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin-like protein transferase activity [GO:0019787]; ubiquitin protein ligase activity [GO:0061630]
Q9D820	PRXD1_MOUSE	reviewed	169	aminoacyl-tRNA editing activity [GO:0002161]
Q66X22	NLR9B_MOUSE	reviewed	1003	ATP binding [GO:0005524]
Q9ESG9	PMYT1_MOUSE	reviewed	490	ATP binding [GO:0005524]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q9DCM7	NACC2_MOUSE	reviewed	586	histone deacetylase activity [GO:0004407]; histone deacetylase binding [GO:0042826]; protein-containing complex binding [GO:0044877]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription corepressor activity [GO:0003714]
P70670	NACAM_MOUSE	reviewed	2187	DNA binding [GO:0003677]; TBP-class protein binding [GO:0017025]; transcription coactivator activity [GO:0003713]
O08848	RO60_MOUSE	reviewed	538	metal ion binding [GO:0046872]; misfolded RNA binding [GO:0034336]; RNA binding [GO:0003723]; U2 snRNA binding [GO:0030620]
Q8BZ36	RINT1_MOUSE	reviewed	792	
Q8QZZ8	RAB38_MOUSE	reviewed	211	AP-1 adaptor complex binding [GO:0035650]; AP-3 adaptor complex binding [GO:0035651]; BLOC-2 complex binding [GO:0036461]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; GTP-dependent protein binding [GO:0030742]
Q8CD15	RIOX2_MOUSE	reviewed	465	histone demethylase activity (H3-K36 specific) [GO:0051864]; histone demethylase activity (H3-K4 specific) [GO:0032453]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; transcription corepressor activity [GO:0003714]
P51410	RL9_MOUSE	reviewed	192	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q8C2E4	PTCD1_MOUSE	reviewed	695	tRNA binding [GO:0000049]
Q6PEE3	RIR2B_MOUSE	reviewed	351	metal ion binding [GO:0046872]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]
Q5HZJ0	RNC_MOUSE	reviewed	1373	DEAD/H-box RNA helicase binding [GO:0017151]; double-stranded RNA binding [GO:0003725]; endoribonuclease activity [GO:0004521]; lipopolysaccharide binding [GO:0001530]; metal ion binding [GO:0046872]; primary miRNA binding [GO:0070878]; protein homodimerization activity [GO:0042803]; ribonuclease III activity [GO:0004525]; R-SMAD binding [GO:0070412]; SMAD binding [GO:0046332]
P14115	RL27A_MOUSE	reviewed	148	structural constituent of ribosome [GO:0003735]
Q9D7S7	RL22L_MOUSE	reviewed	122	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P35979	RL12_MOUSE	reviewed	165	large ribosomal subunit rRNA binding [GO:0070180]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q6PAQ4	REXO4_MOUSE	reviewed	432	3'-5' exonuclease activity [GO:0008408]; endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]; single-stranded DNA binding [GO:0003697]; transcription coactivator activity [GO:0003713]
P25801	RBTN2_MOUSE	reviewed	158	bHLH transcription factor binding [GO:0043425]; chromatin binding [GO:0003682]; cofactor binding [GO:0048037]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; metal ion binding [GO:0046872]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q69Z89	RADIL_MOUSE	reviewed	1099	
Q9CZQ6	RAE1E_MOUSE	reviewed	251	natural killer cell lectin-like receptor binding [GO:0046703]
P67984	RL22_MOUSE	reviewed	128	heparin binding [GO:0008201]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation regulator activity [GO:0045182]
Q99N57	RAF1_MOUSE	reviewed	648	adenylate cyclase activator activity [GO:0010856]; adenylate cyclase binding [GO:0008179]; ATP binding [GO:0005524]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; MAP kinase kinase kinase activity [GO:0004709]; metal ion binding [GO:0046872]; mitogen-activated protein kinase kinase binding [GO:0031434]; protein-containing complex binding [GO:0044877]; protein heterodimerization activity [GO:0046982]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; Ras GTPase binding [GO:0017016]
P46061	RAGP1_MOUSE	reviewed	589	GTPase activator activity [GO:0005096]; Ran GTPase binding [GO:0008536]; RNA binding [GO:0003723]; ubiquitin protein ligase binding [GO:0031625]
Q9EP71	RAI14_MOUSE	reviewed	979	actin binding [GO:0003779]
Q8BP92	RCN2_MOUSE	reviewed	320	calcium ion binding [GO:0005509]
Q9QVY8	RAI2_MOUSE	reviewed	529	
A2AU37	RD21L_MOUSE	reviewed	552	chromatin binding [GO:0003682]
P62830	RL23_MOUSE	reviewed	140	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; transcription coactivator binding [GO:0001223]; ubiquitin ligase inhibitor activity [GO:1990948]; ubiquitin protein ligase binding [GO:0031625]
Q6DID5	PWP3A_MOUSE	reviewed	682	nucleosome binding [GO:0031491]
Q06180	PTN2_MOUSE	reviewed	406	integrin binding [GO:0005178]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; receptor tyrosine kinase binding [GO:0030971]; STAT family protein binding [GO:0097677]; syntaxin binding [GO:0019905]
Q9CUN6	SMUF1_MOUSE	reviewed	731	I-SMAD binding [GO:0070411]; R-SMAD binding [GO:0070412]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
Q9D4B1	SMS2_MOUSE	reviewed	365	ceramide cholinephosphotransferase activity [GO:0047493]; ceramide phosphoethanolamine synthase activity [GO:0002950]; kinase activity [GO:0016301]; sphingomyelin synthase activity [GO:0033188]
Q5NCF2	TPPC1_MOUSE	reviewed	145	Rab guanyl-nucleotide exchange factor activity [GO:0017112]
Q9Z266	SNAPN_MOUSE	reviewed	136	SNARE binding [GO:0000149]
Q7M717	TR102_MOUSE	reviewed	329	bitter taste receptor activity [GO:0033038]; G protein-coupled receptor activity [GO:0004930]
Q9D0K2	SCOT1_MOUSE	reviewed	520	3-oxoacid CoA-transferase activity [GO:0008260]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]
Q91WE1	SNX15_MOUSE	reviewed	337	phosphatidylinositol binding [GO:0035091]
Q9JHW4	SELB_MOUSE	reviewed	583	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; ribonucleoprotein complex binding [GO:0043021]; selenocysteine insertion sequence binding [GO:0035368]; translation elongation factor activity [GO:0003746]; tRNA binding [GO:0000049]
Q8BTH6	SCRT2_MOUSE	reviewed	311	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]
Q9ESJ4	SPN90_MOUSE	reviewed	714	SH3 domain binding [GO:0017124]
Q61510	TRI25_MOUSE	reviewed	634	ligase activity [GO:0016874]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
Q99PP9	TRI16_MOUSE	reviewed	556	DNA binding [GO:0003677]; interleukin-1 binding [GO:0019966]; NACHT domain binding [GO:0032089]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]
Q99JZ0	SDCB2_MOUSE	reviewed	292	identical protein binding [GO:0042802]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]
Q62178	SEM4A_MOUSE	reviewed	760	chemorepellent activity [GO:0045499]; semaphorin receptor binding [GO:0030215]
Q62179	SEM4B_MOUSE	reviewed	823	chemorepellent activity [GO:0045499]; semaphorin receptor binding [GO:0030215]
Q76KF0	SEM6D_MOUSE	reviewed	1073	chemorepellent activity [GO:0045499]; semaphorin receptor binding [GO:0030215]
C0HKD8	MFA1A_MOUSE	reviewed	439	
B8JK39	ITA9_MOUSE	reviewed	1036	collagen binding [GO:0005518]; laminin binding [GO:0043236]; metal ion binding [GO:0046872]
Q8CGE8	IFI5A_MOUSE	reviewed	404	DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription factor binding [GO:0008134]
P0DOV2	IFI4_MOUSE	reviewed	619	DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coregulator activity [GO:0003712]; transcription factor binding [GO:0008134]
P03975	IGEB_MOUSE	reviewed	557	IgE binding [GO:0019863]; nucleic acid binding [GO:0003676]
P05017	IGF1_MOUSE	reviewed	153	growth factor activity [GO:0008083]; hormone activity [GO:0005179]; insulin-like growth factor receptor binding [GO:0005159]; insulin receptor binding [GO:0005158]; integrin binding [GO:0005178]; protein serine/threonine kinase activator activity [GO:0043539]; steroid binding [GO:0005496]
O88904	HIPK1_MOUSE	reviewed	1210	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; transcription corepressor activity [GO:0003714]
Q60929	MEF2A_MOUSE	reviewed	498	activating transcription factor binding [GO:0033613]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; histone acetyltransferase binding [GO:0035035]; histone deacetylase binding [GO:0042826]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; SMAD binding [GO:0046332]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
Q2TB02	IKBD_MOUSE	reviewed	327	NF-kappaB binding [GO:0051059]
Q8C208	IKZF4_MOUSE	reviewed	586	bHLH transcription factor binding [GO:0043425]; DNA-binding transcription factor activity [GO:0003700]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]; zinc ion binding [GO:0008270]
Q9D2H2	KAD7_MOUSE	reviewed	614	adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; cytidylate kinase activity [GO:0004127]; nucleoside diphosphate kinase activity [GO:0004550]
P57748	MMP20_MOUSE	reviewed	482	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]
Q9JK97	KCNQ4_MOUSE	reviewed	696	calmodulin binding [GO:0005516]; delayed rectifier potassium channel activity [GO:0005251]; potassium channel activity [GO:0005267]; voltage-gated potassium channel activity [GO:0005249]
Q9DCU9	HOGA1_MOUSE	reviewed	321	4-hydroxy-2-oxoglutarate aldolase activity [GO:0008700]; protein homodimerization activity [GO:0042803]
