Entry	Entry name	Status	Length	Gene ontology (molecular function)
Q95ZY2	SRB3_CAEEL	reviewed	341	G protein-coupled receptor activity [GO:0004930]
O01509	SRB15_CAEEL	reviewed	336	transmembrane signaling receptor activity [GO:0004888]
Q21767	SRD2_CAEEL	reviewed	362	
Q20249	SRE8_CAEEL	reviewed	341	
P91535	SRG20_CAEEL	reviewed	346	transmembrane signaling receptor activity [GO:0004888]
Q19258	SRG69_CAEEL	reviewed	342	transmembrane signaling receptor activity [GO:0004888]
P34642	SRP09_CAEEL	reviewed	76	7S RNA binding [GO:0008312]
Q22701	YCU4_CAEEL	reviewed	57	
Q9BI88	U587_CAEEL	reviewed	167	zinc ion binding [GO:0008270]
P91853	UB2V3_CAEEL	reviewed	368	ubiquitin conjugating enzyme activity [GO:0061631]
P34367	YLJ2_CAEEL	reviewed	2236	calcium ion binding [GO:0005509]
Q09306	TUB1_CAEEL	reviewed	426	
Q11111	YX04_CAEEL	reviewed	253	
Q93761	YXEK_CAEEL	reviewed	313	oxidoreductase activity [GO:0016491]
P03935	Y122_CAEEL	reviewed	112	
P34447	ZFP1_CAEEL	reviewed	867	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]
Q09936	YSE2_CAEEL	reviewed	397	
Q10012	YSV6_CAEEL	reviewed	201	
Q94128	WRT1_CAEEL	reviewed	485	peptidase activity [GO:0008233]
P34499	TTR3_CAEEL	reviewed	148	
G5ED35	TTR52_CAEEL	reviewed	135	phosphatidylserine binding [GO:0001786]; protein binding, bridging [GO:0030674]; protein homodimerization activity [GO:0042803]; scavenger receptor binding [GO:0005124]
P34613	YOG4_CAEEL	reviewed	100	
Q09214	YP65_CAEEL	reviewed	729	catalytic activity [GO:0003824]
P34274	TIPRL_CAEEL	reviewed	281	
Q10933	YT24_CAEEL	reviewed	128	
Q10034	YSI2_CAEEL	reviewed	139	
O17811	YSZI_CAEEL	reviewed	79	
P48458	YT91_CAEEL	reviewed	364	metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]
Q5WRN1	TSP21_CAEEL	reviewed	301	
Q19329	TSR1_CAEEL	reviewed	785	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; U3 snoRNA binding [GO:0034511]
Q09338	YOFB_CAEEL	reviewed	192	
P34307	YKR1_CAEEL	reviewed	886	RNA binding [GO:0003723]
P34316	YKT5_CAEEL	reviewed	358	calcium ion binding [GO:0005509]
P50439	YV59_CAEEL	reviewed	147	
Q11112	YX05_CAEEL	reviewed	328	ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]
P90986	TY3H_CAEEL	reviewed	519	iron ion binding [GO:0005506]; tyrosine 3-monooxygenase activity [GO:0004511]
P34661	UFM1_CAEEL	reviewed	94	
Q18217	ULA1_CAEEL	reviewed	541	NEDD8 activating enzyme activity [GO:0019781]
Q23256	WDR53_CAEEL	reviewed	501	
Q10042	YRC3_CAEEL	reviewed	496	G protein-coupled receptor activity [GO:0004930]
Q09664	YS55_CAEEL	reviewed	146	
Q19213	VHL_CAEEL	reviewed	174	ubiquitin protein ligase activity [GO:0061630]
Q09618	YS74_CAEEL	reviewed	340	CoA-transferase activity [GO:0008410]
Q09619	YS76_CAEEL	reviewed	237	
Q10121	YSD2_CAEEL	reviewed	171	deaminase activity [GO:0019239]
Q10033	YSI1_CAEEL	reviewed	279	
Q11074	YT47_CAEEL	reviewed	132	
P34451	YMA6_CAEEL	reviewed	71	
H2KZM9	TTL11_CAEEL	reviewed	707	ATP binding [GO:0005524]; tubulin-glutamic acid ligase activity [GO:0070740]
P34493	YMQ2_CAEEL	reviewed	124	
P34603	YO63_CAEEL	reviewed	784	3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]
Q23680	VATF_CAEEL	reviewed	121	ATPase-coupled ion transmembrane transporter activity [GO:0042625]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
P34349	PHOCN_CAEEL	reviewed	223	metal ion binding [GO:0046872]
P49632	RL40_CAEEL	reviewed	128	protein tag [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]
Q22782	RAB6B_CAEEL	reviewed	205	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
G5EE01	PTEN_CAEEL	reviewed	962	lipid binding [GO:0008289]; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity [GO:0016314]; protein tyrosine phosphatase activity [GO:0004725]
Q27389	RL13A_CAEEL	reviewed	202	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]
Q9XVP0	RS15_CAEEL	reviewed	151	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P91128	RL13_CAEEL	reviewed	207	structural constituent of ribosome [GO:0003735]
Q23314	RRP7_CAEEL	reviewed	270	
O44410	RRP8_CAEEL	reviewed	343	methylated histone binding [GO:0035064]; methyltransferase activity [GO:0008168]
Q21930	RL28_CAEEL	reviewed	126	structural constituent of ribosome [GO:0003735]
Q19311	PUR4_CAEEL	reviewed	1324	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]
Q9BL19	RL17_CAEEL	reviewed	187	structural constituent of ribosome [GO:0003735]
G5EDE5	RGMB_CAEEL	reviewed	408	coreceptor activity [GO:0015026]
O02173	TPPC2_CAEEL	reviewed	141	
Q09622	PUF12_CAEEL	reviewed	766	RNA binding [GO:0003723]
G5EDG2	SMRCD_CAEEL	reviewed	989	ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-dependent ATPase activity [GO:0008094]; DNA helicase activity [GO:0003678]
Q95QQ2	TPC13_CAEEL	reviewed	401	
H2KZU7	SVH2_CAEEL	reviewed	1086	ATP binding [GO:0005524]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]
P45896	SMA3_CAEEL	reviewed	393	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity [GO:0030618]
P34681	TAG76_CAEEL	reviewed	1040	nucleic acid binding [GO:0003676]
P45897	SMA4_CAEEL	reviewed	570	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]
Q19555	SCC3_CAEEL	reviewed	1096	chromatin binding [GO:0003682]; DNA binding [GO:0003677]
Q20977	STATB_CAEEL	reviewed	567	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
P91424	TFB1M_CAEEL	reviewed	367	RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]
Q20657	STO3_CAEEL	reviewed	267	
Q22165	STO4_CAEEL	reviewed	281	
Q9Y0V2	T10B_CAEEL	reviewed	111	metal ion binding [GO:0046872]
Q9NAP9	RT15_CAEEL	reviewed	330	structural constituent of ribosome [GO:0003735]
Q19775	PPM1A_CAEEL	reviewed	468	magnesium-dependent protein serine/threonine phosphatase activity [GO:0004724]; metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]
Q9NES8	PPP5_CAEEL	reviewed	496	Hsp90 protein binding [GO:0051879]; metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine phosphatase activity [GO:0004722]
Q17850	PK1_CAEEL	reviewed	572	ATP binding [GO:0005524]; GTP binding [GO:0005525]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P91349	SPD5_CAEEL	reviewed	1198	identical protein binding [GO:0042802]
O45933	SEH1_CAEEL	reviewed	363	structural molecule activity [GO:0005198]
Q9XUS7	TOCA2_CAEEL	reviewed	610	
Q3LFN0	S52AA_CAEEL	reviewed	427	riboflavin transmembrane transporter activity [GO:0032217]
Q18616	SMCL1_CAEEL	reviewed	537	ATP binding [GO:0005524]; chromatin binding [GO:0003682]; protein heterodimerization activity [GO:0046982]
O17581	SCC4_CAEEL	reviewed	593	double-stranded DNA binding [GO:0003690]
Q20687	TM237_CAEEL	reviewed	399	
Q20797	STX5_CAEEL	reviewed	413	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
P51403	RS2_CAEEL	reviewed	272	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
O17212	TBX1_CAEEL	reviewed	252	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q20849	KNTC1_CAEEL	reviewed	2049	protein domain specific binding [GO:0019904]
Q9XTG1	NLGN1_CAEEL	reviewed	798	neurexin family protein binding [GO:0042043]; signaling receptor activity [GO:0038023]
P34481	PS11B_CAEEL	reviewed	416	structural molecule activity [GO:0005198]
Q9XVS7	NXF1_CAEEL	reviewed	628	RNA binding [GO:0003723]
Q23571	ODB2_CAEEL	reviewed	448	acetyltransferase activity [GO:0016407]; dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity [GO:0043754]; lipoic acid binding [GO:0031405]
O02300	NTR1_CAEEL	reviewed	379	G protein-coupled receptor activity [GO:0004930]
P55114	NAS33_CAEEL	reviewed	644	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]
P05634	MSP10_CAEEL	reviewed	127	
Q9TVW5	MSP77_CAEEL	reviewed	127	
O01763	NCBP1_CAEEL	reviewed	798	mRNA binding [GO:0003729]; RNA cap binding [GO:0000339]
O01775	NEKL2_CAEEL	reviewed	357	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]
P17511	MT1_CAEEL	reviewed	75	cadmium ion binding [GO:0046870]; copper ion binding [GO:0005507]; zinc ion binding [GO:0008270]
O01583	MRCK_CAEEL	reviewed	1592	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]
Q17574	MTRR_CAEEL	reviewed	682	[methionine synthase] reductase activity [GO:0030586]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; NADPH-hemoprotein reductase activity [GO:0003958]; oxidoreductase activity [GO:0016491]
Q9NAM7	PHYD1_CAEEL	reviewed	288	dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]
Q966C6	RL7A_CAEEL	reviewed	265	calmodulin binding [GO:0005516]; RNA binding [GO:0003723]
Q9N4E9	PP4RS_CAEEL	reviewed	327	protein phosphatase 2A binding [GO:0051721]; protein phosphatase regulator activity [GO:0019888]
H2KYP0	PICC1_CAEEL	reviewed	535	
G5EDY0	PIKI1_CAEEL	reviewed	1607	1-phosphatidylinositol-3-kinase activity [GO:0016303]; 1-phosphatidylinositol-4-phosphate 3-kinase activity [GO:0035005]; phosphatidylinositol binding [GO:0035091]
O02217	P2R31_CAEEL	reviewed	404	calcium ion binding [GO:0005509]; protein phosphatase 2A binding [GO:0051721]
O44663	NLP30_CAEEL	reviewed	69	
Q9N4D8	NLP40_CAEEL	reviewed	123	neuropeptide receptor binding [GO:0071855]
Q9U9Y8	NLK_CAEEL	reviewed	634	ATP binding [GO:0005524]; beta-catenin binding [GO:0008013]; MAP kinase activity [GO:0004707]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein N-terminus binding [GO:0047485]; protein serine/threonine kinase activity [GO:0004674]
Q9XVS4	NOLC1_CAEEL	reviewed	971	rDNA binding [GO:0000182]; RNA polymerase I core binding [GO:0001042]
P52166	PSN_CAEEL	reviewed	444	aspartic-type endopeptidase activity [GO:0004190]; endopeptidase activity [GO:0004175]
Q21037	ORC2_CAEEL	reviewed	430	DNA replication origin binding [GO:0003688]
Q18807	ODR10_CAEEL	reviewed	339	G-protein alpha-subunit binding [GO:0001965]; G protein-coupled olfactory receptor activity [GO:0038022]; G protein-coupled receptor activity [GO:0004930]
Q19076	PHO1_CAEEL	reviewed	449	acid phosphatase activity [GO:0003993]
P34662	RL35_CAEEL	reviewed	123	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]
P34213	RAB6A_CAEEL	reviewed	205	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P91914	RL27_CAEEL	reviewed	136	structural constituent of ribosome [GO:0003735]
P52819	RL22_CAEEL	reviewed	130	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q23457	RBX1_CAEEL	reviewed	110	cullin family protein binding [GO:0097602]; NEDD8 transferase activity [GO:0019788]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
Q10578	RPB2_CAEEL	reviewed	1193	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]; ribonucleoside binding [GO:0032549]
P47991	RL6_CAEEL	reviewed	217	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q17551	RPM1_CAEEL	reviewed	3766	mitogen-activated protein kinase kinase kinase binding [GO:0031435]; protein phosphatase binding [GO:0019903]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
P34578	RPGF1_CAEEL	reviewed	1038	guanyl-nucleotide exchange factor activity [GO:0005085]
G5EDB9	RPGF_CAEEL	reviewed	1470	GTPase activator activity [GO:0005096]; Rap guanyl-nucleotide exchange factor activity [GO:0017034]
O44959	RIOK1_CAEEL	reviewed	506	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]
O17732	PYC1_CAEEL	reviewed	1175	ATP binding [GO:0005524]; biotin binding [GO:0009374]; metal ion binding [GO:0046872]; pyruvate carboxylase activity [GO:0004736]
H2KZM6	PTPR_CAEEL	reviewed	1409	protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]
O76689	SNF6_CAEEL	reviewed	714	acetylcholine transmembrane transporter activity [GO:0005277]; neurotransmitter:sodium symporter activity [GO:0005328]; PDZ domain binding [GO:0030165]
Q9NEU2	SDA1_CAEEL	reviewed	801	
Q09545	SDHB_CAEEL	reviewed	298	2 iron, 2 sulfur cluster binding [GO:0051537]; 3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; succinate dehydrogenase (ubiquinone) activity [GO:0008177]; ubiquinone binding [GO:0048039]
Q9NA72	SDHF2_CAEEL	reviewed	119	
Q18006	SOX_CAEEL	reviewed	384	L-pipecolate oxidase activity [GO:0050031]; sarcosine oxidase activity [GO:0008115]
Q9U263	SET26_CAEEL	reviewed	1645	chromatin binding [GO:0003682]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; metal ion binding [GO:0046872]
Q18881	SRA31_CAEEL	reviewed	338	G protein-coupled receptor activity [GO:0004930]
Q10934	SRA32_CAEEL	reviewed	338	G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]
Q95ZY4	SRB5_CAEEL	reviewed	345	G protein-coupled receptor activity [GO:0004930]
Q95ZY1	SRB2_CAEEL	reviewed	347	transmembrane signaling receptor activity [GO:0004888]
O45306	SRE21_CAEEL	reviewed	365	
Q9TXQ1	TNKS1_CAEEL	reviewed	2276	NAD+ ADP-ribosyltransferase activity [GO:0003950]; protein ADP-ribosylase activity [GO:1990404]
Q9GYF1	TNNI2_CAEEL	reviewed	242	actin binding [GO:0003779]; metal ion binding [GO:0046872]; troponin C binding [GO:0030172]
Q2L6W9	SAX1_CAEEL	reviewed	476	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]
Q19338	MON2_CAEEL	reviewed	1646	
P34295	RGS1_CAEEL	reviewed	201	GTPase activator activity [GO:0005096]
Q09265	SUV42_CAEEL	reviewed	288	histone methyltransferase activity (H4-K20 specific) [GO:0042799]
B2FDA8	SMC3_CAEEL	reviewed	1261	ATP binding [GO:0005524]
Q9XWJ1	SMG9_CAEEL	reviewed	385	
O17795	STDH2_CAEEL	reviewed	315	oxidoreductase activity [GO:0016491]
Q17704	STDH3_CAEEL	reviewed	315	oxidoreductase activity [GO:0016491]
Q23121	RSP1_CAEEL	reviewed	312	RNA binding [GO:0003723]
Q10021	RSP5_CAEEL	reviewed	208	RNA binding [GO:0003723]
O01159	RSP7_CAEEL	reviewed	452	RNA binding [GO:0003723]
Q18409	RSP6_CAEEL	reviewed	179	RNA binding [GO:0003723]
O16991	TF2B_CAEEL	reviewed	306	metal ion binding [GO:0046872]; RNA polymerase II complex recruiting activity [GO:0001139]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; TBP-class protein binding [GO:0017025]; transcription factor binding [GO:0008134]
Q20588	TMA7_CAEEL	reviewed	64	
Q11080	TMBI4_CAEEL	reviewed	276	
Q19714	TMCO1_CAEEL	reviewed	186	calcium channel activity [GO:0005262]
Q22100	THILH_CAEEL	reviewed	407	acetyl-CoA C-acetyltransferase activity [GO:0003985]; acetyl-CoA C-acyltransferase activity [GO:0003988]; metal ion binding [GO:0046872]
O02495	SYB1_CAEEL	reviewed	109	
Q9XWV0	TMM33_CAEEL	reviewed	271	
Q93971	TRPG_CAEEL	reviewed	2032	cation transmembrane transporter activity [GO:0008324]; ion channel activity [GO:0005216]
O16259	STIP1_CAEEL	reviewed	320	ATPase inhibitor activity [GO:0042030]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]
P34586	TRPL_CAEEL	reviewed	1027	inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]
Q09433	THIO1_CAEEL	reviewed	115	protein disulfide oxidoreductase activity [GO:0015035]
Q93425	RT05_CAEEL	reviewed	436	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P53589	SUCB2_CAEEL	reviewed	415	ATP binding [GO:0005524]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]
Q22038	RHO1_CAEEL	reviewed	192	GTPase activating protein binding [GO:0032794]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]
Q94986	RAB3_CAEEL	reviewed	219	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P48158	RL23_CAEEL	reviewed	140	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]
O02639	RL19_CAEEL	reviewed	198	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P91870	SPD2_CAEEL	reviewed	824	protein kinase binding [GO:0019901]
P34461	SODE_CAEEL	reviewed	221	copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]
P41977	SODM2_CAEEL	reviewed	218	manganese ion binding [GO:0030145]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; superoxide dismutase activity [GO:0004784]
Q21338	SPT5H_CAEEL	reviewed	1208	mRNA binding [GO:0003729]
P91856	SERC_CAEEL	reviewed	370	O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]
P92001	SRD18_CAEEL	reviewed	337	
O01608	SRD32_CAEEL	reviewed	339	
Q19975	SRD34_CAEEL	reviewed	298	
Q19508	SRD46_CAEEL	reviewed	317	
P91994	SRG46_CAEEL	reviewed	283	transmembrane signaling receptor activity [GO:0004888]
O16975	SRJ38_CAEEL	reviewed	330	
Q18428	SRG15_CAEEL	reviewed	320	transmembrane signaling receptor activity [GO:0004888]
P54129	SRG7_CAEEL	reviewed	339	transmembrane signaling receptor activity [GO:0004888]
Q9NA80	SIN1_CAEEL	reviewed	642	phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]
P52275	TBB2_CAEEL	reviewed	450	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]
P83528	STX6_CAEEL	reviewed	122	SNAP receptor activity [GO:0005484]
Q9N408	TIM8_CAEEL	reviewed	83	metal ion binding [GO:0046872]
P47209	TCPE_CAEEL	reviewed	542	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]
Q09490	LGG1_CAEEL	reviewed	123	GABA receptor binding [GO:0050811]; microtubule binding [GO:0008017]; ubiquitin protein ligase binding [GO:0031625]
P22981	LET60_CAEEL	reviewed	184	GDP binding [GO:0019003]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; phospholipase binding [GO:0043274]; protein kinase binding [GO:0019901]; Rap guanyl-nucleotide exchange factor activity [GO:0017034]
Q20347	MKK4_CAEEL	reviewed	363	ATP binding [GO:0005524]; JUN kinase kinase activity [GO:0008545]; MAP kinase kinase activity [GO:0004708]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]; protein serine/threonine kinase activity [GO:0004674]
O62136	INX14_CAEEL	reviewed	434	gap junction channel activity [GO:0005243]; gap junction hemi-channel activity [GO:0055077]
Q18680	IPYR_CAEEL	reviewed	427	inorganic diphosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]
O62416	LYS2_CAEEL	reviewed	279	lysozyme activity [GO:0003796]
O62415	LYS1_CAEEL	reviewed	298	
O02305	NH217_CAEEL	reviewed	383	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
O45228	PROD_CAEEL	reviewed	616	FAD binding [GO:0071949]; proline dehydrogenase activity [GO:0004657]
O17898	NHR60_CAEEL	reviewed	443	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]
Q21006	NHR34_CAEEL	reviewed	631	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
Q19564	OXDD2_CAEEL	reviewed	334	D-aspartate oxidase activity [GO:0008445]; D-glutamate oxidase activity [GO:0047821]; FAD binding [GO:0071949]
G5EDM4	NHRF1_CAEEL	reviewed	467	protein membrane anchor [GO:0043495]
O76828	NHR42_CAEEL	reviewed	356	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
O17025	NHR90_CAEEL	reviewed	393	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q9BJK5	NHR97_CAEEL	reviewed	439	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
P35449	NHX9_CAEEL	reviewed	667	potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]
Q9XTT9	PRS8_CAEEL	reviewed	416	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; TBP-class protein binding [GO:0017025]
P34490	SRX45_CAEEL	reviewed	361	G protein-coupled receptor activity [GO:0004930]
G5ECU1	SKR1_CAEEL	reviewed	176	cullin family protein binding [GO:0097602]
Q09599	SLBP_CAEEL	reviewed	367	histone pre-mRNA stem-loop binding [GO:0071207]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]
Q93373	LET4_CAEEL	reviewed	773	
O17706	NH169_CAEEL	reviewed	356	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
O18087	NH127_CAEEL	reviewed	355	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
P24885	NU6M_CAEEL	reviewed	144	NADH dehydrogenase (ubiquinone) activity [GO:0008137]
Q95NM6	NUCG_CAEEL	reviewed	308	endodeoxyribonuclease activity [GO:0004520]; endonuclease activity [GO:0004519]; endoribonuclease activity [GO:0004521]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]
Q20025	PROF2_CAEEL	reviewed	131	actin monomer binding [GO:0003785]
Q03601	NHL1_CAEEL	reviewed	974	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
P34254	NNMT1_CAEEL	reviewed	273	nicotinamide N-methyltransferase activity [GO:0008112]
Q9XWE6	MTHFS_CAEEL	reviewed	206	5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]
O16000	STX1A_CAEEL	reviewed	291	chaperone binding [GO:0051087]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; structural constituent of cuticle [GO:0042302]
Q93575	RTEL1_CAEEL	reviewed	994	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA polymerase binding [GO:0070182]; metal ion binding [GO:0046872]
B3CKG1	URM1_CAEEL	reviewed	100	
Q9NA56	TBX39_CAEEL	reviewed	396	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q22289	TBX9_CAEEL	reviewed	292	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q22647	TIM50_CAEEL	reviewed	452	phosphoprotein phosphatase activity [GO:0004721]
Q9XWF6	UBE2W_CAEEL	reviewed	152	ligase activity [GO:0016874]; ubiquitin conjugating enzyme activity [GO:0061631]
O62090	PRY1_CAEEL	reviewed	586	armadillo repeat domain binding [GO:0070016]; protein C-terminus binding [GO:0008022]
Q95XM2	PHM_CAEEL	reviewed	324	copper ion binding [GO:0005507]; peptidylglycine monooxygenase activity [GO:0004504]
Q9N5R0	NAS2_CAEEL	reviewed	293	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]
O76577	PSDE_CAEEL	reviewed	312	Lys63-specific deubiquitinase activity [GO:0061578]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; proteasome binding [GO:0070628]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]
Q9U6P6	RNH2A_CAEEL	reviewed	297	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]
Q20719	NDUV2_CAEEL	reviewed	239	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]
Q22019	PSF1_CAEEL	reviewed	201	3'-5' DNA helicase activity [GO:0043138]
G5EDE9	NFKI1_CAEEL	reviewed	611	transcription factor binding [GO:0008134]
P34429	RFC5_CAEEL	reviewed	368	ATP binding [GO:0005524]; DNA binding [GO:0003677]
O45523	RGS10_CAEEL	reviewed	270	
O44445	SNAPN_CAEEL	reviewed	122	SNARE binding [GO:0000149]
Q22992	SUMV2_CAEEL	reviewed	1145	
P46576	SAM50_CAEEL	reviewed	434	
Q20924	SUN1_CAEEL	reviewed	473	protein membrane anchor [GO:0043495]
Q22875	SHOC2_CAEEL	reviewed	559	Ras GTPase binding [GO:0017016]
Q9TYM6	SHQ1_CAEEL	reviewed	431	unfolded protein binding [GO:0051082]
P52879	RER1_CAEEL	reviewed	191	
