Entry	Gene ontology (cellular component)
A3KNK1	integral component of membrane [GO:0016021]; nuclear inner membrane [GO:0005637]; plasma membrane [GO:0005886]
Q07998	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
O13168	nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
F1QZE9	integral component of plasma membrane [GO:0005887]
Q6DC58	integral component of membrane [GO:0016021]
Q6NYE7	integral component of membrane [GO:0016021]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]
A9JR78	cytoplasm [GO:0005737]; nuclear replication fork [GO:0043596]
Q5RH71	integral component of plasma membrane [GO:0005887]
Q58A48	extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
Q6PGY3	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]
Q6DG43	cytoplasm [GO:0005737]
E7FEV0	autophagosome membrane [GO:0000421]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; extrinsic component of endosome membrane [GO:0031313]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; mitochondrion [GO:0005739]
O42250	nucleus [GO:0005634]
B8A4F0	endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q7SY09	integral component of plasma membrane [GO:0005887]
Q7SYE0	Atg1/ULK1 kinase complex [GO:1990316]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; phagophore assembly site [GO:0000407]
Q1LUC1	cytoplasm [GO:0005737]
Q7T381	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
Q1L8Y6	BBSome [GO:0034464]; cytoplasm [GO:0005737]
A8WGA0	membrane [GO:0016020]; mitochondrion [GO:0005739]
Q6DRP4	cytoplasm [GO:0005737]
Q68EK9	anaphase-promoting complex [GO:0005680]
F1R4Y7	centriole [GO:0005814]; cytoplasm [GO:0005737]
Q6P402	centriole [GO:0005814]; centrosome [GO:0005813]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; spindle pole [GO:0000922]; synapse [GO:0045202]
Q90459	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]; transcription repressor complex [GO:0017053]
P0C8Y3	
Q5SPP0	clathrin-coated vesicle [GO:0030136]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; trans-Golgi network [GO:0005802]
Q0P451	mitochondrion [GO:0005739]
Q08CL8	CCR4-NOT complex [GO:0030014]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6NWL4	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; nucleus [GO:0005634]; P-body [GO:0000932]
Q1L8F9	KICSTOR complex [GO:0140007]; lysosomal membrane [GO:0005765]
Q2L6K8	extracellular region [GO:0005576]
Q7SYN4	cytoplasm [GO:0005737]
Q5BKW9	cytoplasm [GO:0005737]; photoreceptor inner segment [GO:0001917]
Q1LYL8	
A2BIL8	
Q1LVW0	integral component of membrane [GO:0016021]; nucleosome [GO:0000786]
A2BIL7	nucleus [GO:0005634]
Q502B3	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
A3KPW9	BAT3 complex [GO:0071818]; cytosol [GO:0005829]; extracellular region [GO:0005576]; nucleus [GO:0005634]
A0JMK9	CAF-1 complex [GO:0033186]; nucleus [GO:0005634]
A5WUN7	cytoplasm [GO:0005737]; microtubule [GO:0005874]
Q6R5J1	integral component of membrane [GO:0016021]
Q9DFI0	nucleus [GO:0005634]
Q6P0I8	cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]
Q805B2	extracellular region [GO:0005576]
A3KNS2	endoplasmic reticulum [GO:0005783]
Q5RG44	cytosol [GO:0005829]
Q7SXN4	cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; endoplasmic reticulum [GO:0005783]; growth cone [GO:0030426]; messenger ribonucleoprotein complex [GO:1990124]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic density [GO:0014069]; synapse [GO:0045202]
Q7SXF6	endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]
A0A0R4IWI1	nucleus [GO:0005634]
Q5RGU1	extrinsic component of mitochondrial inner membrane [GO:0031314]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
B7ZC77	adherens junction [GO:0005912]; axon [GO:0030424]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
A0A0R4INB9	extracellular space [GO:0005615]
Q66I84	chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; Ctf18 RFC-like complex [GO:0031390]; nucleoplasm [GO:0005654]
Q7SXY4	axoneme [GO:0005930]; ciliary basal body [GO:0036064]; cytoplasmic dynein complex [GO:0005868]; microtubule [GO:0005874]; non-motile cilium [GO:0097730]
Q6TV19	cytoplasm [GO:0005737]; nucleus [GO:0005634]; RISC complex [GO:0016442]; RISC-loading complex [GO:0070578]
Q0P4C4	
Q6R005	cell junction [GO:0030054]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; postsynaptic density membrane [GO:0098839]; synapse [GO:0045202]
Q567W6	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O13146	early endosome [GO:0005769]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; receptor complex [GO:0043235]
A1A5Z3	mitochondrial matrix [GO:0005759]
Q90257	mitochondrion [GO:0005739]
Q9DEX7	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q7T3P8	cytoplasm [GO:0005737]; ubiquitin ligase complex [GO:0000151]
Q6NY64	cytosol [GO:0005829]; protein phosphatase type 2A complex [GO:0000159]
Q8JG69	integral component of plasma membrane [GO:0005887]
Q708S5	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q08CJ7	extracellular region [GO:0005576]
A7MC22	cytoplasm [GO:0005737]; midbody [GO:0030496]; nucleus [GO:0005634]; spindle midzone [GO:0051233]
Q5XJN6	centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; protein-containing complex [GO:0032991]
Q68FN7	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]
Q6PFQ2	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]
Q5PR67	cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; polysomal ribosome [GO:0042788]
Q7ZVR8	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
E7F888	nucleus [GO:0005634]
A5PMU4	cytosol [GO:0005829]
Q8JFW1	
Q7SY54	mitochondrion [GO:0005739]
Q7T3E6	PcG protein complex [GO:0031519]; PRC1 complex [GO:0035102]
A9ULR9	Cul3-RING ubiquitin ligase complex [GO:0031463]; nucleus [GO:0005634]
P0CK98	axoneme [GO:0005930]; extracellular region [GO:0005576]
Q1LW89	Golgi apparatus [GO:0005794]; integral component of Golgi membrane [GO:0030173]
Q9IBD1	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
Q7ZVC4	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; ESCRT III complex [GO:0000815]; late endosome membrane [GO:0031902]; midbody [GO:0030496]; multivesicular body [GO:0005771]; nuclear envelope [GO:0005635]
Q6DI48	cell cortex [GO:0005938]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6DHB1	cell projection [GO:0042995]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]
Q1LUM3	extracellular region [GO:0005576]
O73875	integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]
O73874	glutamatergic synapse [GO:0098978]; integral component of presynaptic membrane [GO:0099056]; plasma membrane [GO:0005886]
Q5BKW7	anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]
Q6IQ86	cytoskeleton [GO:0005856]; SCAR complex [GO:0031209]
F1R5H6	condensed chromosome [GO:0000793]; nucleus [GO:0005634]
A2CEM9	adherens junction [GO:0005912]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]
Q7ZUC2	endoplasmic reticulum [GO:0005783]; Golgi lumen [GO:0005796]
P85001	cell projection [GO:0042995]; centriolar satellite [GO:0034451]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q5PYH6	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; endoplasmic reticulum membrane [GO:0005789]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; postsynaptic density membrane [GO:0098839]
Q9W747	nucleus [GO:0005634]
Q6NYG8	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q6TEQ0	
Q6P011	ER membrane protein complex [GO:0072546]; integral component of membrane [GO:0016021]
A4QN59	
Q1L8X2	cytoplasm [GO:0005737]
C6KFA3	integral component of plasma membrane [GO:0005887]
Q708S4	apical part of cell [GO:0045177]; integral component of plasma membrane [GO:0005887]
Q708S3	integral component of plasma membrane [GO:0005887]
A3KNL5	mitochondrion [GO:0005739]
Q08BL3	integral component of membrane [GO:0016021]
A8KBY2	nucleus [GO:0005634]; transcription factor TFIIIB complex [GO:0000126]
Q7ZW00	integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]
P59679	Ino80 complex [GO:0031011]
Q6PH17	axon [GO:0030424]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; microtubule [GO:0005874]; spindle [GO:0005819]
Q6AXJ9	cytoplasm [GO:0005737]; nucleus [GO:0005634]
A2AVJ0	cytoplasm [GO:0005737]; nucleus [GO:0005634]
A2BFC9	cilium [GO:0005929]
Q5U3T3	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; Nem1-Spo7 phosphatase complex [GO:0071595]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]
Q6NWE0	nucleus [GO:0005634]
Q6IQM2	mitochondrial intermembrane space [GO:0005758]; respirasome [GO:0070469]
Q6NWH1	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]
Q6R5J2	integral component of membrane [GO:0016021]
F1QZ88	nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]
Q6GQN4	nucleolus [GO:0005730]
Q08CH6	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q6GQN0	centriole [GO:0005814]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]
A0JMD0	cytoplasm [GO:0005737]
Q6TLE6	integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]
B0R0D7	actin cytoskeleton [GO:0015629]; cell cortex [GO:0005938]; endosome membrane [GO:0010008]; lamellipodium [GO:0030027]; ruffle membrane [GO:0032587]
B0V2S2	centrosome [GO:0005813]; chromosome, telomeric region [GO:0000781]; nuclear chromosome, telomeric region [GO:0000784]
P50574	nucleus [GO:0005634]
Q71MM5	nucleus [GO:0005634]
F1QNW4	ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; motile cilium [GO:0031514]
Q7ZUV7	nucleoplasm [GO:0005654]
Q6DH86	
A1L2G3	cytoplasm [GO:0005737]; nucleus [GO:0005634]; PR-DUB complex [GO:0035517]
P0C7A6	integral component of membrane [GO:0016021]
F1QW76	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q7ZUF2	nucleus [GO:0005634]
Q6DC66	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
Q6TEL3	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]
A9JR56	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]
Q6P0D9	CIA complex [GO:0097361]
E7F3I6	mRNA cleavage factor complex [GO:0005849]; nucleus [GO:0005634]; tRNA-intron endonuclease complex [GO:0000214]
Q7ZVY5	mitochondrial matrix [GO:0005759]
A5PMY6	collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
A3KPR5	integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]
Q08C72	catalytic step 2 spliceosome [GO:0071013]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005]
Q6P0E5	endoplasmic reticulum [GO:0005783]
Q8JHJ2	nucleolus [GO:0005730]
Q6NWJ4	cytosol [GO:0005829]; nucleus [GO:0005634]
Q6PUF3	extracellular region [GO:0005576]
Q6AZW2	apical plasma membrane [GO:0016324]; cytosol [GO:0005829]
D2CLZ9	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]
Q5RHZ2	integral component of membrane [GO:0016021]
A0A0R4IKJ1	nucleus [GO:0005634]
Q5EAR6	COPI-coated vesicle [GO:0030137]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endosome [GO:0005768]; extrinsic component of endoplasmic reticulum membrane [GO:0042406]; lysosome [GO:0005764]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]
Q6PBN4	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q6TLH3	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q7T2A3	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]
Q5XJ56	nucleus [GO:0005634]
Q7SXW4	ER membrane protein complex [GO:0072546]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; trans-Golgi network transport vesicle [GO:0030140]
A5D6U8	extracellular region [GO:0005576]
Q66I21	cytoplasm [GO:0005737]
Q7ZVB2	cytosol [GO:0005829]
Q7ZUP0	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q1LWJ6	lamellipodium [GO:0030027]
Q566V9	apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]
Q7SYK0	extracellular region [GO:0005576]; lysosome [GO:0005764]
O57472	extracellular region [GO:0005576]
Q5M7Y0	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]
Q6NYL5	
Q5RGQ2	anchored component of the cytoplasmic side of the plasma membrane [GO:0098753]; plasma membrane [GO:0005886]
H0WFA5	cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]
A3KNX5	nucleus [GO:0005634]
Q803H0	
Q7ZVB1	cytosol [GO:0005829]; ESCRT III complex [GO:0000815]; late endosome membrane [GO:0031902]; multivesicular body [GO:0005771]
A3KP40	
Q6B3P0	integral component of plasma membrane [GO:0005887]
Q6TGV7	
Q6NYY4	nuclear chromatin [GO:0000790]
A3KQ58	
Q6PHE8	cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]
Q504J1	cytoplasm [GO:0005737]; inflammasome complex [GO:0061702]
Q568T5	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]
P47794	centrosome [GO:0005813]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cyclin E1-CDK2 complex [GO:0097134]; cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q501X2	centrosome [GO:0005813]; cytoplasm [GO:0005737]
A0A2R8Q3S9	chloride channel complex [GO:0034707]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; nuclear membrane [GO:0031965]
Q9YH92	bicellular tight junction [GO:0005923]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6NWH0	
A1YB07	bicellular tight junction [GO:0005923]; cell-cell junction [GO:0005911]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoplasmic vesicle [GO:0031410]; plasma membrane [GO:0005886]; polymeric cytoskeletal fiber [GO:0099513]; recycling endosome [GO:0055037]
Q7ZVW9	mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
Q6PBN5	Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]
Q68EL3	cytosol [GO:0005829]; Golgi trans cisterna [GO:0000138]; integral component of Golgi membrane [GO:0030173]; SNARE complex [GO:0031201]
Q503B7	centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary transition zone [GO:0035869]; cytoplasm [GO:0005737]; MKS complex [GO:0036038]
Q5XJP0	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
A0JMH2	extracellular region [GO:0005576]
Q502G5	
Q1LX59	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
A2BGD5	cytoplasm [GO:0005737]; nucleus [GO:0005634]
A5WW08	nucleus [GO:0005634]; PML body [GO:0016605]
Q1L8G6	cytoplasm [GO:0005737]; ubiquitin ligase complex [GO:0000151]
Q5RIV4	tRNA-specific adenosine-34 deaminase complex [GO:0052718]
Q5XJA2	
Q9I9L7	cytoplasm [GO:0005737]; inflammasome complex [GO:0061702]
Q7T3S3	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q1LV46	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]
Q9DDE3	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; synapse [GO:0045202]
Q8JG70	integral component of plasma membrane [GO:0005887]
Q6DEJ5	cytoplasm [GO:0005737]
Q6DG22	cell junction [GO:0030054]; cytoplasmic vesicle lumen [GO:0060205]; cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; lysosome [GO:0005764]
Q803F5	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q6NUW5	cytoplasm [GO:0005737]; Swr1 complex [GO:0000812]
O42115	nucleus [GO:0005634]
Q803N9	cytoplasm [GO:0005737]
Q9IB61	integral component of membrane [GO:0016021]
E7EXZ6	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q7T3S5	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q6P026	chromosome [GO:0005694]; nucleoplasm [GO:0005654]
Q9PT92	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]
Q7T339	cytosol [GO:0005829]; endosome membrane [GO:0010008]; multivesicular body [GO:0005771]
E7F5E1	axonemal microtubule [GO:0005879]; centriole [GO:0005814]
Q6DHI0	apical plasma membrane [GO:0016324]; cytosol [GO:0005829]
A3KQS5	cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]
A0JMH0	integral component of membrane [GO:0016021]
P0DPQ9	anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]
A3KQI3	BORC complex [GO:0099078]; lysosomal membrane [GO:0005765]
Q90275	adherens junction [GO:0005912]; apical part of cell [GO:0045177]; catenin complex [GO:0016342]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic specialization membrane [GO:0099060]; integral component of presynaptic active zone membrane [GO:0099059]; intercalated disc [GO:0014704]; lamellipodium [GO:0030027]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; presynaptic membrane [GO:0042734]
Q05AL1	cytoplasm [GO:0005737]; GID complex [GO:0034657]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
Q6NZW0	myosin complex [GO:0016459]
P86347	chromosome, centromeric region [GO:0000775]; chromosome passenger complex [GO:0032133]; nucleus [GO:0005634]; spindle midzone [GO:0051233]
Q6DGZ1	centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; MKS complex [GO:0036038]
Q32LQ4	cytoplasm [GO:0005737]
Q5RJ80	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]
Q5U3U4	cytoplasm [GO:0005737]
B0R0I6	MLL1 complex [GO:0071339]; nucleus [GO:0005634]
Q6PGZ0	centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; spindle pole [GO:0000922]
Q7T326	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
Q6DRD9	mitochondrion [GO:0005739]
Q90WY6	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q1RLU1	cytoplasm [GO:0005737]; nucleus [GO:0005634]
A8Y5T1	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]
A3KPQ7	integral component of plasma membrane [GO:0005887]
P0C7U4	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A4QNX3	cytoplasm [GO:0005737]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; midbody [GO:0030496]; plasma membrane [GO:0005886]
Q502H1	cytoplasm [GO:0005737]
Q5RG49	
E7F187	centriole [GO:0005814]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytoplasm [GO:0005737]
Q8JHE9	endoplasmic reticulum [GO:0005783]; gamma-secretase complex [GO:0070765]; integral component of plasma membrane [GO:0005887]
Q6NSN2	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
Q3B736	phagophore assembly site [GO:0000407]
Q4V8V1	Sin3-type complex [GO:0070822]
Q1LWE6	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q502P7	nucleus [GO:0005634]
Q7T312	
Q68EK2	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q7T3F7	
Q1L8T5	bicellular tight junction [GO:0005923]; myosin complex [GO:0016459]
Q90X44	nucleus [GO:0005634]
A3KQA5	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]
Q4QRH7	integral component of membrane [GO:0016021]; peroxisomal membrane [GO:0005778]
Q9DE49	cilium [GO:0005929]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]
P0CH95	nucleolus [GO:0005730]
Q32PL1	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q90270	nucleus [GO:0005634]
Q6DHU4	nucleus [GO:0005634]; precatalytic spliceosome [GO:0071011]; U2-type precatalytic spliceosome [GO:0071005]
Q5XJA3	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]
A5PLC8	nucleus [GO:0005634]
B3DK56	cell junction [GO:0030054]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q08BU8	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
A1L252	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q6DH46	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q6NZ21	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q66IC9	cytoplasm [GO:0005737]; motile cilium [GO:0031514]
Q6PHG8	RNA polymerase I complex [GO:0005736]
Q5XJK1	cytosol [GO:0005829]; Golgi membrane [GO:0000139]
Q1JPZ3	cell junction [GO:0030054]; cytoskeleton [GO:0005856]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; focal adhesion [GO:0005925]; mitochondrial inner membrane [GO:0005743]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q6DHL4	nucleus [GO:0005634]
Q1LUE5	nucleus [GO:0005634]
Q6DGL8	mitochondrial small ribosomal subunit [GO:0005763]
P0C928	nucleus [GO:0005634]
Q1RM03	cytoplasm [GO:0005737]; keratin filament [GO:0045095]
Q66IE4	ciliary transition zone [GO:0035869]; integral component of membrane [GO:0016021]
Q5RFW2	
Q6DRL4	nucleus [GO:0005634]
E7FDE0	cilium [GO:0005929]; integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]
Q1MTI4	cytosol [GO:0005829]
F1QN74	apical plasma membrane [GO:0016324]; centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]
Q6NYK3	plasma membrane [GO:0005886]; transport vesicle membrane [GO:0030658]
Q5SQE2	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; SNARE complex [GO:0031201]
Q9DGK4	cytoplasm [GO:0005737]
Q9IAK8	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]
B3DJK0	integral component of membrane [GO:0016021]
Q7ZVP8	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q6NYP0	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; vacuole [GO:0005773]
Q1ECV8	cytoplasm [GO:0005737]
Q6DG85	peroxisome [GO:0005777]
Q6DBY5	
Q9W720	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]
Q5GIT4	cell junction [GO:0030054]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; integral component of plasma membrane [GO:0005887]; nucleus [GO:0005634]; receptor complex [GO:0043235]
Q6PBL0	TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]
Q6P135	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]
Q6DC75	integral component of membrane [GO:0016021]
Q9W7M8	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]
B3DJM5	nucleus [GO:0005634]
Q6PEH5	nucleus [GO:0005634]
B3DFP2	integral component of mitochondrial inner membrane [GO:0031305]
F6P6X0	cytosol [GO:0005829]; ESCRT I complex [GO:0000813]
Q6DGE9	A band [GO:0031672]; cytoplasm [GO:0005737]; perinuclear region of cytoplasm [GO:0048471]; Z disc [GO:0030018]
Q50D79	nucleus [GO:0005634]
Q9I8V2	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
Q7ZVN5	cytosol [GO:0005829]; signal recognition particle, endoplasmic reticulum targeting [GO:0005786]
Q7ZW38	cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]
Q6DRC0	cytosol [GO:0005829]; nucleus [GO:0005634]
B0JZP3	extracellular region [GO:0005576]
Q1JPT7	nucleoplasm [GO:0005654]
Q6PCR6	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q568N4	mitochondrial intermembrane space protein transporter complex [GO:0042719]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]
Q9W762	mitochondrial inner membrane [GO:0005743]
B0UYI1	nucleus [GO:0005634]
