Entry	Gene ontology (cellular component)
P53394	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]
P15180	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q05506	cytosol [GO:0005829]; mitochondrion [GO:0005739]
P41895	transcription factor TFIIF complex [GO:0005674]
Q07381	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]
Q04120	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P00937	anthranilate synthase complex [GO:0005950]; cytoplasm [GO:0005737]
P28263	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P32837	fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]
P38759	cytosol [GO:0005829]; endosome [GO:0005768]; retromer, cargo-selective complex [GO:0030906]; retromer complex [GO:0030904]
P53142	fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]
P53853	cytosol [GO:0005829]; nucleus [GO:0005634]
P54780	cytoplasm [GO:0005737]; cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]; nucleus [GO:0005634]
P36105	cytosolic large ribosomal subunit [GO:0022625]
P0CX82	cytosolic large ribosomal subunit [GO:0022625]
P04456	cytosolic large ribosomal subunit [GO:0022625]; preribosome, large subunit precursor [GO:0030687]
P04650	cytosolic large ribosomal subunit [GO:0022625]
P36527	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
P19956	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P32910	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase III complex [GO:0005666]
P38255	Clr6 histone deacetylase complex I'' [GO:1990483]; cytosol [GO:0005829]; nucleus [GO:0005634]; Rpd3L complex [GO:0033698]; Rpd3L-Expanded complex [GO:0070210]
P39735	nucleus [GO:0005634]
P14693	mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; SAM complex [GO:0001401]
P32607	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38166	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; Golgi trans cisterna [GO:0000138]; integral component of membrane [GO:0016021]
P40363	cytosol [GO:0005829]
P38968	COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; mating projection tip [GO:0043332]
Q02651	prospore membrane [GO:0005628]
P53207	cytoplasm [GO:0005737]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004]
P32380	central plaque of spindle pole body [GO:0005823]; cytoplasm [GO:0005737]; inner plaque of spindle pole body [GO:0005822]; nucleus [GO:0005634]
P53824	
P12954	nucleus [GO:0005634]
Q12232	cell periphery [GO:0071944]; cytoplasm [GO:0005737]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]
P35207	cytoplasm [GO:0005737]; Ski complex [GO:0055087]
P25302	MBF transcription complex [GO:0030907]; nuclear chromatin [GO:0000790]; SBF transcription complex [GO:0033309]
P08153	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P40468	cell cortex [GO:0005938]; cellular bud [GO:0005933]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; mitochondrion [GO:0005739]; site of polarized growth [GO:0030427]
Q99190	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
P36101	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
Q04083	fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]
P50105	transcription factor TFIID complex [GO:0005669]
P42883	
P42949	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; PAM complex, Tim23 associated import motor [GO:0001405]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]
P33890	anchored component of membrane [GO:0031225]; cell periphery [GO:0071944]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]
P32773	cytoplasm [GO:0005737]; transcription factor TFIIA complex [GO:0005672]
P23254	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q12239	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q07824	cell periphery [GO:0071944]; cellular bud membrane [GO:0033101]; fungal-type vacuole membrane [GO:0000329]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
P07273	nucleus [GO:0005634]
Q07878	extrinsic component of membrane [GO:0019898]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; nucleus-vacuole junction [GO:0071561]; organelle membrane contact site [GO:0044232]; prospore membrane [GO:0005628]; vacuole-mitochondrion membrane contact site [GO:1990816]
P41834	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; SNARE complex [GO:0031201]
Q99222	cell cortex [GO:0005938]; cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q07732	cytoplasm [GO:0005737]; prospore membrane [GO:0005628]; prospore membrane leading edge [GO:0070056]; spindle pole body [GO:0005816]
P38628	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q99186	AP-2 adaptor complex [GO:0030122]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]
Q06497	cytoplasm [GO:0005737]; integral component of peroxisomal membrane [GO:0005779]
P38182	autophagosome [GO:0005776]; autophagosome membrane [GO:0000421]; Cvt vesicle membrane [GO:0033110]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; fungal-type vacuole membrane [GO:0000329]; phagophore assembly site [GO:0000407]; vacuole-isolation membrane contact site [GO:0120095]
Q12165	mitochondrial proton-transporting ATP synthase, central stalk [GO:0005756]; mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) [GO:0000275]; mitochondrion [GO:0005739]
Q08754	exomer complex [GO:0034044]; membrane [GO:0016020]
Q05949	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]
P38308	mitochondrion [GO:0005739]
P04037	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
P53314	Golgi apparatus [GO:0005794]
P29056	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIIIB complex [GO:0000126]
P38756	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
Q02457	nuclear chromosome, telomeric region [GO:0000784]; nucleus [GO:0005634]
Q12116	fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
P53322	cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]; intrinsic component of membrane [GO:0031224]; mitochondrion [GO:0005739]
Q02721	condensed nuclear chromosome [GO:0000794]
P53147	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
P35127	cytoplasm [GO:0005737]
P34241	nucleolus [GO:0005730]
Q99344	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38959	endosome [GO:0005768]; fungal-type vacuole membrane [GO:0000329]; HOPS complex [GO:0030897]; late endosome [GO:0005770]
P53076	cytoplasm [GO:0005737]; GID complex [GO:0034657]; nucleus [GO:0005634]
P47118	cytoplasm [GO:0005737]; nucleus [GO:0005634]; Yae1-Lto1 complex [GO:0062092]
Q12195	
Q07509	integral component of membrane [GO:0016021]
Q12392	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
Q03935	nucleus [GO:0005634]
Q03483	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
P87274	integral component of membrane [GO:0016021]
P25650	
Q3E778	
A0A023PXD5	integral component of membrane [GO:0016021]
O13542	
Q8TGM4	
P36114	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P54007	
Q12492	integral component of membrane [GO:0016021]
P0CL28	integral component of membrane [GO:0016021]
Q12079	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
P53116	integral component of membrane [GO:0016021]
P46992	anchored component of membrane [GO:0031225]; endoplasmic reticulum [GO:0005783]; fungal-type cell wall [GO:0009277]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
Q3E7Y7	
Q06594	
P47091	integral component of membrane [GO:0016021]
P47092	
Q12112	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]
Q92392	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
P36089	
Q08922	integral component of membrane [GO:0016021]
Q12012	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O13566	integral component of membrane [GO:0016021]
Q8TGL0	
Q8TGL2	
P33199	prospore membrane [GO:0005628]
A0A023PXH6	integral component of membrane [GO:0016021]
Q03559	cellular bud [GO:0005933]; mating projection tip [GO:0043332]
A0A023PXQ4	integral component of membrane [GO:0016021]
P38087	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P0CE98	
Q03703	
Q3E813	
A0A023PYJ7	integral component of membrane [GO:0016021]
P38555	cytosol [GO:0005829]; endomembrane system [GO:0012505]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; recycling endosome [GO:0055037]; trans-Golgi network [GO:0005802]
P38831	
P38842	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P38690	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P39959	nucleus [GO:0005634]
P0C2I4	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
A0A023PZE4	
P53748	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q6Q5P6	retrotransposon nucleocapsid [GO:0000943]
P53729	cytoplasm [GO:0005737]
P53723	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P40445	cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]; intrinsic component of membrane [GO:0031224]; membrane [GO:0016020]
P0CF21	cytoplasm [GO:0005737]
P53717	integral component of membrane [GO:0016021]
Q99219	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
Q07804	integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]
P0C5Q9	
P25637	cytoplasm [GO:0005737]; nucleus [GO:0005634]; polysome [GO:0005844]
P43580	
Q12485	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
P40093	chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P53876	
P0C5N1	
P53243	nuclear chromatin [GO:0000790]
P0C5N2	
P35723	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]
P47006	nucleolus [GO:0005730]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]
Q12481	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
P26786	90S preribosome [GO:0030686]; cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
P39940	actin cortical patch [GO:0030479]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; endosome membrane [GO:0010008]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ubiquitin ligase complex [GO:0000151]
Q03919	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P28707	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q04053	cytosol [GO:0005829]; endosome [GO:0005768]; endosome membrane [GO:0010008]; late endosome [GO:0005770]
Q06245	cellular bud neck [GO:0005935]; exocyst [GO:0000145]; mating projection tip [GO:0043332]
P38789	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q12427	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P40825	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
Q12109	cytoplasm [GO:0005737]
Q03533	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P36142	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q08919	fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P06786	DNA replication termination region [GO:0097047]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; synaptonemal complex [GO:0000795]
P19812	cytoplasm [GO:0005737]; proteasome regulatory particle, base subcomplex [GO:0008540]; ubiquitin ligase complex [GO:0000151]; UBR1-RAD6 ubiquitin ligase complex [GO:1990303]
P40362	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]
P47111	endosome [GO:0005768]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; Vps55/Vps68 complex [GO:0034424]
O13554	integral component of membrane [GO:0016021]
P40522	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P21373	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q08474	fungal-type vacuole membrane [GO:0000329]
Q12215	fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]
P34761	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; P-body [GO:0000932]
Q8TGQ1	
P38243	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]
P25561	
P38235	
Q12426	
P38267	integral component of membrane [GO:0016021]
P25572	cytoplasm [GO:0005737]
P0CX57	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
Q12489	cell periphery [GO:0071944]; cellular bud [GO:0005933]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q2V2Q0	
P25654	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q07379	membrane [GO:0016020]
Q07454	
Q03205	
P0CX65	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
P25631	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12148	
P40917	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12407	fungal-type vacuole membrane [GO:0000329]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]
P40574	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
Q3E756	plasma membrane [GO:0005886]
Q8TGQ3	
Q12424	fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q12193	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]
Q3E762	
P32618	cell periphery [GO:0071944]; endoplasmic reticulum [GO:0005783]
P40001	
P38317	integral component of membrane [GO:0016021]
P0C268	peroxisome [GO:0005777]
Q05899	cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]
P39563	integral component of membrane [GO:0016021]
Q08521	
Q8TGS7	integral component of membrane [GO:0016021]
Q08971	cytoplasm [GO:0005737]
Q02961	cytosol [GO:0005829]
Q08915	integral component of membrane [GO:0016021]
P36151	mitochondrion [GO:0005739]
P0CX76	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
Q6B0Y1	integral component of membrane [GO:0016021]
P0C5S0	
Q6Q571	
Q07986	integral component of membrane [GO:0016021]
Q03648	integral component of membrane [GO:0016021]
P48559	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; incipient cellular bud site [GO:0000131]; mitochondrion [GO:0005739]
P0C5S1	
Q12070	
P40542	
Q3E7Z4	integral component of membrane [GO:0016021]
A0A023PYH8	
P0CL32	integral component of membrane [GO:0016021]
P0C5P1	
P0C5L9	
Q08216	
P43622	
P53922	
P0C5N8	integral component of membrane [GO:0016021]
P53211	
Q8TGU1	
P53185	cytoplasm [GO:0005737]
P53976	prospore membrane [GO:0005628]
P38745	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q12337	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q3E737	
Q3E816	
P0C5N3	mitochondrion [GO:0005739]
Q3E750	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q08746	nuclear periphery [GO:0034399]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]
P0CX52	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]
P47141	mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
Q03067	DUBm complex [GO:0071819]; nucleus [GO:0005634]; SAGA complex [GO:0000124]
P53266	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P38751	nucleolus [GO:0005730]; Shu complex [GO:0097196]; site of double-strand break [GO:0035861]
P40316	cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819]
P42941	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P45819	cytoplasm [GO:0005737]; meiotic spindle pole body [GO:0035974]; spindle pole body [GO:0005816]
P35184	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P38889	cytosol [GO:0005829]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]
P32048	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P04801	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
Q12052	nucleolus [GO:0005730]; nucleus [GO:0005634]
Q12199	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q3E7C1	cytosol [GO:0005829]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]
P10863	anchored component of membrane [GO:0031225]; cell periphery [GO:0071944]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]
P38288	cell periphery [GO:0071944]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]
P43637	cytoplasm [GO:0005737]
P53250	actin filament [GO:0005884]; cytoplasm [GO:0005737]; mating projection tip [GO:0043332]
P36097	ASTRA complex [GO:0070209]; cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932]
P34760	cytoplasm [GO:0005737]; cytosol [GO:0005829]; polysome [GO:0005844]
P25037	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]
Q12229	clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; Dsc E3 ubiquitin ligase complex [GO:0044695]; endoplasmic reticulum [GO:0005783]
P42945	90S preribosome [GO:0030686]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, small subunit precursor [GO:0030688]; rDNA heterochromatin [GO:0033553]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]
P53254	90S preribosome [GO:0030686]; CURI complex [GO:0032545]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]; UTP-C complex [GO:0034456]
P34223	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P40570	Dsc E3 ubiquitin ligase complex [GO:0044695]; endoplasmic reticulum [GO:0005783]; fungal-type vacuole [GO:0000324]; integral component of fungal-type vacuolar membrane [GO:0071627]
P39111	fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]
P39702	CORVET complex [GO:0033263]; Golgi stack [GO:0005795]; late endosome [GO:0005770]; membrane [GO:0016020]
Q04177	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; rDNA heterochromatin [GO:0033553]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]
P38882	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleus [GO:0005634]; rDNA heterochromatin [GO:0033553]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]
P33418	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nuclear matrix [GO:0016363]; nuclear pore [GO:0005643]
P53060	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P12686	mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
Q03799	cytosolic small ribosomal subunit [GO:0022627]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
Q12100	cell periphery [GO:0071944]; cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q04007	cytoplasm [GO:0005737]
P43321	catalytic step 2 spliceosome [GO:0071013]; commitment complex [GO:0000243]; pICln-Sm protein complex [GO:0034715]; precatalytic spliceosome [GO:0071011]; SMN-Sm protein complex [GO:0034719]; spliceosomal tri-snRNP complex [GO:0097526]; U12-type spliceosomal complex [GO:0005689]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]
P39932	cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q03497	cytoplasm [GO:0005737]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q12153	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
P04803	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q04372	cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]
P57744	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial intermembrane space protein transporter complex [GO:0042719]; mitochondrion [GO:0005739]
P36145	transcription factor TFIIE complex [GO:0005673]; transcription preinitiation complex [GO:0097550]
Q07471	cytosol [GO:0005829]; nucleus [GO:0005634]
Q02208	mitochondrion [GO:0005739]; nucleolus [GO:0005730]
P39961	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
P09880	cytoplasm [GO:0005737]; nuclear inner membrane [GO:0005637]
P38825	integral component of mitochondrial outer membrane [GO:0031307]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
Q03796	nucleus [GO:0005634]
Q06412	cellular bud neck [GO:0005935]; incipient cellular bud site [GO:0000131]
Q04235	cytoplasm [GO:0005737]
Q99394	cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; phagophore assembly site [GO:0000407]; trans-Golgi network [GO:0005802]; TRAPP complex [GO:0030008]; TRAPPIII protein complex [GO:1990072]; TRAPPII protein complex [GO:1990071]; TRAPPI protein complex [GO:1990070]
Q04411	cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]
P36135	cell surface [GO:0009986]; extracellular region [GO:0005576]; extrinsic component of mitochondrial inner membrane [GO:0031314]; fungal-type cell wall [GO:0009277]; mitochondrial outer membrane [GO:0005741]
Q12339	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
P34110	cytosol [GO:0005829]; endosome [GO:0005768]; fungal-type vacuole membrane [GO:0000329]; late endosome [GO:0005770]; retromer, cargo-selective complex [GO:0030906]; retromer complex [GO:0030904]
P32388	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P38805	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
P36517	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P32496	cytosol [GO:0005829]; proteasome regulatory particle, lid subcomplex [GO:0008541]; proteasome storage granule [GO:0034515]
Q02933	cytosol [GO:0005829]; extracellular region [GO:0005576]; fungal-type vacuole [GO:0000324]; vacuolar lumen [GO:0005775]; vacuole [GO:0005773]
P07280	cytosolic small ribosomal subunit [GO:0022627]
P0CX39	90S preribosome [GO:0030686]; cytosolic small ribosomal subunit [GO:0022627]
Q04003	nuclear chromatin [GO:0000790]; nuclear chromosome, telomeric region [GO:0000784]; SAS acetyltransferase complex [GO:0033255]
P34758	actin cortical patch [GO:0030479]; membrane [GO:0016020]; nucleus [GO:0005634]
P89114	condensed nuclear chromosome [GO:0000794]; Swi5-Sfr1 complex [GO:0032798]
Q9ZZX1	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
P33757	
P38839	cytoplasm [GO:0005737]
Q12078	endoplasmic reticulum membrane [GO:0005789]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q02793	nuclear chromosome [GO:0000228]; Ski complex [GO:0055087]
P46675	cell cortex [GO:0005938]; condensed nuclear chromosome kinetochore [GO:0000778]; kinetochore [GO:0000776]; spindle microtubule [GO:0005876]; spindle pole [GO:0000922]; spindle pole body [GO:0005816]
P50104	host cell nucleus [GO:0042025]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P09436	cytosol [GO:0005829]
P11325	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P53038	ASTRA complex [GO:0070209]; cytosol [GO:0005829]; nuclear chromosome, telomeric region [GO:0000784]; TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932]
Q06417	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]
P53040	cytosol [GO:0005829]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]; transcription factor TFIID complex [GO:0005669]
Q12415	nucleus [GO:0005634]; transcription factor TFIIIC complex [GO:0000127]
Q06451	cell periphery [GO:0071944]; fungal-type vacuole membrane [GO:0000329]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
P04786	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]
P06785	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear periphery [GO:0034399]
P47168	ASTRA complex [GO:0070209]; cytoplasm [GO:0005737]
P06104	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; HULC complex [GO:0033503]; MUB1-RAD6-UBR2 ubiquitin ligase complex [GO:1990304]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; Rad6-Rad18 complex [GO:0097505]; UBR1-RAD6 ubiquitin ligase complex [GO:1990303]
